shipment_id,sku,shipped_qty,delivered_qty,delivered_date,damaged_flag,returned_flag
S-3303,SKU-196,3,3,2024-04-24,0,0
S-3303,SKU-018,2,2,2024-04-24,0,0
S-3303,SKU-103,1,0,2024-04-24,0,1
S-3304,SKU-122,4,4,2024-01-09,0,0
S-3304,SKU-050,1,1,2024-01-09,1,0
S-3304,SKU-149,2,2,2024-01-09,0,0
S-3305,SKU-021,1,0,2024-04-24,0,0
S-3306,SKU-158,2,2,2024-04-25,0,0
S-3307,SKU-041,2,1,2024-05-02,1,0
S-3307,SKU-126,1,1,2024-05-02,0,0
S-3308,SKU-180,2,2,2024-02-24,0,0
S-3308,SKU-108,3,3,2024-02-24,1,0
S-3308,SKU-040,2,1,2024-02-24,0,0
S-3309,SKU-118,1,1,2024-03-11,0,0
S-3309,SKU-024,2,2,2024-03-11,0,0
S-3309,SKU-189,1,1,2024-03-11,0,0
S-3309,SKU-119,1,0,2024-03-11,0,0
S-3310,SKU-157,1,1,2024-02-25,0,0
S-3310,SKU-068,4,3,2024-02-25,0,0
S-3311,SKU-151,1,1,2024-02-10,0,0
S-3312,SKU-075,1,1,2024-02-10,0,0
S-3313,SKU-184,1,1,2024-02-20,0,0
S-3314,SKU-053,1,1,2024-02-20,0,0
S-3315,SKU-176,1,1,2024-02-12,0,1
S-3315,SKU-171,1,1,2024-02-12,0,0
S-3316,SKU-173,1,1,2024-02-14,0,0
S-3318,SKU-078,1,1,2024-02-12,0,0
S-3318,SKU-176,2,2,2024-02-12,0,0
S-3319,SKU-084,1,1,2024-02-12,0,0
S-3320,SKU-092,2,2,2024-03-09,0,0
S-3320,SKU-199,3,3,2024-03-09,0,1
S-3321,SKU-073,2,2,2024-03-09,0,0
S-3321,SKU-145,1,1,2024-03-09,0,1
S-3322,SKU-154,1,1,2024-03-23,0,0
S-3322,SKU-098,1,1,2024-03-23,0,0
S-3322,SKU-017,1,1,2024-03-23,0,0
S-3322,SKU-046,3,3,2024-03-23,0,0
S-3323,SKU-049,1,1,2024-03-05,0,1
S-3325,SKU-095,1,1,2024-05-01,0,0
S-3326,SKU-156,2,2,2024-04-14,0,0
S-3326,SKU-136,1,1,2024-04-14,0,0
S-3327,SKU-042,2,2,2024-04-13,0,0
S-3328,SKU-132,1,1,2024-03-20,0,0
S-3329,SKU-169,1,1,2024-02-10,0,1
S-3330,SKU-014,3,2,2024-02-10,0,0
S-3330,SKU-038,1,1,2024-02-10,0,0
S-3330,SKU-179,1,1,2024-02-10,0,0
S-3331,SKU-029,2,1,2024-03-22,0,0
S-3332,SKU-129,1,1,2024-03-27,0,0
S-3332,SKU-121,1,0,2024-03-27,0,0
S-3333,SKU-163,1,1,2024-03-02,0,0
S-3333,SKU-097,1,1,2024-03-02,0,0
S-3334,SKU-174,2,2,2024-04-18,0,1
S-3336,SKU-088,2,2,2024-04-05,0,0
S-3336,SKU-166,1,1,2024-04-05,0,0
S-3337,SKU-014,1,1,2024-04-05,1,0
S-3337,SKU-195,2,2,2024-04-05,0,0
S-3337,SKU-194,1,1,2024-04-05,0,1
S-3338,SKU-198,1,0,2024-02-28,0,0
S-3338,SKU-169,1,1,2024-02-28,0,0
S-3339,SKU-186,1,1,2024-02-28,0,0
S-3339,SKU-149,2,2,2024-02-28,0,1
S-3340,SKU-001,2,2,2024-02-08,0,0
S-3340,SKU-052,1,1,2024-02-08,0,0
S-3341,SKU-122,1,1,2024-02-09,0,0
S-3341,SKU-030,1,1,2024-02-09,0,0
S-3342,SKU-106,2,2,2024-01-18,0,0
S-3343,SKU-040,1,0,2024-01-20,0,0
S-3344,SKU-115,4,4,2024-04-06,0,0
S-3346,SKU-053,1,1,2024-02-18,0,0
S-3346,SKU-132,1,1,2024-02-18,0,0
S-3346,SKU-008,1,1,2024-02-18,0,0
S-3347,SKU-164,1,1,2024-03-28,0,1
S-3347,SKU-017,1,1,2024-03-28,0,0
S-3348,SKU-103,1,0,2024-03-24,0,0
S-3349,SKU-107,1,1,2024-03-16,0,0
S-3349,SKU-043,1,1,2024-03-16,0,0
S-3349,SKU-136,1,1,2024-03-16,0,0
S-3349,SKU-154,1,0,2024-03-16,0,1
S-3350,SKU-135,1,1,2024-02-12,0,0
S-3350,SKU-084,1,1,2024-02-12,0,0
S-3351,SKU-118,2,2,2024-03-31,0,0
S-3351,SKU-133,1,1,2024-03-31,0,0
S-3351,SKU-038,1,1,2024-03-31,0,0
S-3352,SKU-048,2,2,2024-05-04,0,0
S-3352,SKU-165,1,1,2024-05-04,0,0
S-3353,SKU-145,1,1,2024-05-06,0,0
S-3353,SKU-166,1,1,2024-05-06,0,0
S-3354,SKU-108,1,1,2024-01-30,0,0
S-3354,SKU-139,1,1,2024-01-30,0,0
S-3354,SKU-109,1,1,2024-01-30,0,0
S-3354,SKU-001,1,1,2024-01-30,0,0
S-3355,SKU-029,1,1,2024-01-08,0,0
S-3356,SKU-121,2,1,2024-01-11,0,0
S-3357,SKU-101,1,1,2024-02-04,0,0
S-3359,SKU-004,1,1,2024-02-16,0,0
S-3359,SKU-143,1,1,2024-02-16,0,0
S-3360,SKU-035,3,2,2024-02-23,0,0
S-3361,SKU-031,1,1,2024-02-04,0,0
S-3361,SKU-160,1,1,2024-02-04,0,0
S-3362,SKU-062,3,2,2024-02-03,0,0
S-3363,SKU-173,1,1,2024-03-12,0,0
S-3363,SKU-050,3,3,2024-03-12,0,0
S-3364,SKU-108,1,1,2024-03-13,0,0
S-3365,SKU-056,4,4,2024-03-24,0,0
S-3365,SKU-084,1,1,2024-03-24,0,0
S-3366,SKU-165,1,1,2024-03-12,0,0
S-3366,SKU-162,1,1,2024-03-12,0,1
S-3366,SKU-048,1,1,2024-03-12,0,0
S-3366,SKU-167,1,1,2024-03-12,0,0
S-3367,SKU-002,2,2,2024-02-07,0,0
S-3368,SKU-021,1,1,2024-02-07,0,0
S-3369,SKU-076,1,1,2024-02-16,0,1
S-3369,SKU-192,1,1,2024-02-16,0,0
S-3370,SKU-189,1,1,2024-02-17,0,0
S-3371,SKU-169,1,1,2024-04-23,0,0
S-3372,SKU-153,2,2,2024-04-10,0,0
S-3372,SKU-105,1,1,2024-04-10,0,0
S-3372,SKU-056,1,1,2024-04-10,0,0
S-3373,SKU-118,3,3,2024-04-30,0,0
S-3373,SKU-058,2,1,2024-04-30,0,0
S-3373,SKU-040,1,1,2024-04-30,0,0
S-3374,SKU-142,1,1,2024-03-10,0,0
S-3374,SKU-047,3,3,2024-03-10,0,0
S-3374,SKU-069,3,3,2024-03-10,0,0
S-3375,SKU-016,2,2,2024-01-08,0,1
S-3375,SKU-181,1,1,2024-01-08,0,0
S-3376,SKU-167,3,3,2024-02-21,0,0
S-3376,SKU-097,3,3,2024-02-21,0,0
S-3377,SKU-034,1,1,2024-03-28,0,0
S-3379,SKU-097,1,1,2024-01-30,0,0
S-3379,SKU-063,1,1,2024-01-30,0,0
S-3380,SKU-177,2,2,2024-04-23,0,0
S-3380,SKU-196,2,2,2024-04-23,0,0
S-3381,SKU-057,1,1,2024-01-25,0,0
S-3381,SKU-091,1,1,2024-01-25,0,0
S-3381,SKU-179,2,2,2024-01-25,0,0
S-3382,SKU-021,1,1,2024-01-07,0,0
S-3382,SKU-193,1,1,2024-01-07,0,0
S-3382,SKU-180,1,1,2024-01-07,0,0
S-3383,SKU-200,2,2,2024-01-05,0,0
S-3385,SKU-005,3,3,2024-03-15,0,0
S-3385,SKU-174,1,1,2024-03-15,0,0
S-3386,SKU-180,1,0,2024-01-07,1,0
S-3387,SKU-131,1,1,2024-01-11,0,0
S-3388,SKU-038,1,1,2024-02-27,0,0
S-3388,SKU-031,1,1,2024-02-27,0,0
S-3389,SKU-128,1,1,2024-03-25,0,0
S-3390,SKU-116,1,1,2024-03-26,0,0
S-3391,SKU-183,2,2,2024-04-24,0,1
S-3391,SKU-103,3,3,2024-04-24,0,0
S-3392,SKU-071,1,1,2024-04-24,1,0
S-3392,SKU-095,1,0,2024-04-24,0,0
S-3393,SKU-060,2,2,2024-04-18,0,0
S-3394,SKU-098,1,1,2024-02-22,0,0
S-3395,SKU-010,1,1,2024-02-23,0,0
S-3396,SKU-199,2,1,2024-04-22,0,0
S-3396,SKU-155,2,2,2024-04-22,0,0
S-3397,SKU-073,1,1,2024-03-16,0,0
S-3397,SKU-105,2,2,2024-03-16,0,1
S-3398,SKU-150,1,1,2024-03-15,0,0
S-3399,SKU-149,2,2,2024-01-14,0,0
S-3400,SKU-146,1,1,2024-03-09,0,0
S-3401,SKU-171,1,1,2024-01-24,0,0
S-3401,SKU-035,3,3,2024-01-24,0,0
S-3401,SKU-045,2,2,2024-01-24,0,0
S-3402,SKU-155,1,1,2024-01-07,0,0
S-3402,SKU-048,2,2,2024-01-07,0,0
S-3402,SKU-135,1,1,2024-01-07,0,0
S-3402,SKU-100,1,1,2024-01-07,0,0
S-3403,SKU-099,1,1,2024-04-30,0,0
S-3403,SKU-033,1,1,2024-04-30,1,1
S-3403,SKU-003,1,1,2024-04-30,0,0
S-3403,SKU-107,1,1,2024-04-30,0,0
S-3404,SKU-150,1,1,2024-03-24,0,0
S-3404,SKU-046,1,1,2024-03-24,0,1
S-3404,SKU-105,2,2,2024-03-24,0,0
S-3405,SKU-169,2,2,2024-01-08,0,0
S-3405,SKU-152,2,2,2024-01-08,0,0
S-3406,SKU-154,3,3,2024-01-08,0,0
S-3406,SKU-157,1,1,2024-01-08,0,0
S-3407,SKU-064,1,1,2024-03-29,0,0
S-3408,SKU-083,1,1,2024-02-24,0,0
S-3408,SKU-193,1,1,2024-02-24,0,0
S-3409,SKU-142,1,1,2024-02-23,0,0
S-3410,SKU-132,2,2,2024-01-17,0,0
S-3411,SKU-182,2,2,2024-02-28,0,0
S-3412,SKU-127,1,1,2024-02-28,0,0
S-3413,SKU-200,1,1,2024-04-21,0,0
S-3413,SKU-096,2,2,2024-04-21,1,0
S-3414,SKU-048,1,1,2024-04-21,0,1
S-3415,SKU-032,1,1,2024-02-04,0,0
S-3416,SKU-066,1,1,2024-04-13,0,0
S-3416,SKU-135,4,4,2024-04-13,1,0
S-3417,SKU-134,1,1,2024-04-04,0,0
S-3417,SKU-065,1,1,2024-04-04,0,0
S-3418,SKU-084,2,2,2024-03-17,0,0
S-3419,SKU-025,2,2,2024-03-18,0,0
S-3420,SKU-191,3,3,2024-04-10,0,0
S-3421,SKU-136,2,2,2024-04-11,0,0
S-3422,SKU-040,1,1,2024-03-04,0,0
S-3422,SKU-022,4,4,2024-03-04,0,0
S-3423,SKU-003,1,1,2024-02-10,0,0
S-3423,SKU-008,1,1,2024-02-10,0,0
S-3424,SKU-075,2,2,2024-04-07,0,0
S-3425,SKU-013,1,1,2024-04-19,0,0
S-3425,SKU-168,1,0,2024-04-19,0,0
S-3426,SKU-038,2,1,2024-03-25,0,0
S-3426,SKU-186,2,2,2024-03-25,0,0
S-3426,SKU-158,1,1,2024-03-25,0,0
S-3427,SKU-009,1,1,2024-03-30,0,1
S-3427,SKU-073,1,1,2024-03-30,0,0
S-3427,SKU-188,2,2,2024-03-30,0,0
S-3428,SKU-077,1,1,2024-04-12,0,0
S-3428,SKU-005,2,2,2024-04-12,0,0
S-3428,SKU-031,1,1,2024-04-12,0,0
S-3429,SKU-127,3,3,2024-04-30,0,0
S-3429,SKU-039,1,1,2024-04-30,0,1
S-3429,SKU-083,1,1,2024-04-30,0,0
S-3429,SKU-163,1,1,2024-04-30,0,1
S-3430,SKU-152,2,2,2024-03-05,0,0
S-3431,SKU-157,2,2,2024-03-06,0,0
S-3432,SKU-165,1,1,2024-02-27,0,0
S-3433,SKU-172,2,2,2024-01-26,0,0
S-3434,SKU-077,1,0,2024-04-24,0,0
S-3435,SKU-191,1,1,2024-03-04,0,0
S-3436,SKU-076,2,2,2024-03-10,0,0
S-3438,SKU-085,1,0,2024-04-27,0,0
S-3438,SKU-182,1,1,2024-04-27,0,0
S-3439,SKU-159,1,1,2024-04-27,0,0
S-3439,SKU-167,1,1,2024-04-27,1,0
S-3440,SKU-060,1,1,2024-02-02,0,0
S-3441,SKU-087,1,1,2024-02-03,0,0
S-3442,SKU-110,3,3,2024-02-12,0,0
S-3442,SKU-125,2,1,2024-02-12,0,0
S-3442,SKU-146,1,1,2024-02-12,0,0
S-3442,SKU-156,2,2,2024-02-12,0,0
S-3443,SKU-103,1,1,2024-05-05,0,0
S-3444,SKU-159,1,1,2024-05-06,0,0
S-3445,SKU-009,4,4,2024-04-20,0,0
S-3445,SKU-140,1,1,2024-04-20,0,0
S-3445,SKU-199,2,2,2024-04-20,0,0
S-3446,SKU-034,1,1,2024-02-11,0,0
S-3447,SKU-122,1,1,2024-02-14,0,0
S-3447,SKU-022,3,3,2024-02-14,1,0
S-3447,SKU-169,1,1,2024-02-14,0,0
S-3448,SKU-115,2,2,2024-02-13,0,0
S-3449,SKU-105,1,1,2024-02-02,0,0
S-3449,SKU-135,1,1,2024-02-02,0,0
S-3449,SKU-026,1,1,2024-02-02,0,0
S-3449,SKU-111,1,1,2024-02-02,0,0
S-3450,SKU-167,1,1,2024-03-22,0,0
S-3450,SKU-194,2,2,2024-03-22,0,0
S-3451,SKU-196,2,2,2024-03-22,0,0
S-3452,SKU-064,2,2,2024-02-22,0,0
S-3454,SKU-066,1,0,2024-04-30,1,0
S-3454,SKU-126,1,1,2024-04-30,0,0
S-3455,SKU-019,1,1,2024-02-27,0,0
S-3455,SKU-082,1,1,2024-02-27,0,0
S-3455,SKU-058,2,2,2024-02-27,0,0
S-3455,SKU-169,1,1,2024-02-27,0,1
S-3456,SKU-104,2,2,2024-04-09,0,0
S-3457,SKU-025,1,1,2024-04-10,0,0
S-3458,SKU-128,1,1,2024-02-09,0,0
S-3459,SKU-127,1,1,2024-03-06,0,0
S-3459,SKU-051,4,4,2024-03-06,0,0
S-3459,SKU-165,2,2,2024-03-06,0,0
S-3460,SKU-090,1,1,2024-04-28,0,0
S-3460,SKU-108,1,1,2024-04-28,1,0
S-3461,SKU-058,1,1,2024-04-29,0,0
S-3461,SKU-016,3,3,2024-04-29,0,0
S-3462,SKU-086,2,2,2024-03-24,0,0
S-3462,SKU-178,1,1,2024-03-24,0,0
S-3462,SKU-038,1,1,2024-03-24,0,0
S-3463,SKU-185,1,1,2024-04-16,0,0
S-3463,SKU-019,1,1,2024-04-16,0,0
S-3464,SKU-133,1,1,2024-04-28,0,0
S-3464,SKU-124,2,2,2024-04-28,1,0
S-3464,SKU-054,2,2,2024-04-28,0,0
S-3464,SKU-050,1,1,2024-04-28,0,0
S-3465,SKU-048,2,2,2024-03-01,0,0
S-3466,SKU-188,2,2,2024-03-01,0,0
S-3467,SKU-115,1,1,2024-04-26,0,0
S-3468,SKU-071,1,1,2024-04-27,0,0
S-3469,SKU-200,1,1,2024-04-16,0,0
S-3469,SKU-070,2,2,2024-04-16,0,0
S-3469,SKU-001,3,3,2024-04-16,0,0
S-3469,SKU-156,2,2,2024-04-16,0,0
S-3470,SKU-137,2,2,2024-03-23,0,0
S-3470,SKU-192,3,3,2024-03-23,0,0
S-3470,SKU-033,2,2,2024-03-23,0,0
S-3470,SKU-107,4,4,2024-03-23,0,0
S-3471,SKU-178,1,1,2024-03-21,0,0
S-3472,SKU-083,4,4,2024-05-06,0,0
S-3472,SKU-106,1,1,2024-05-06,0,1
S-3472,SKU-020,1,1,2024-05-06,0,0
S-3472,SKU-200,1,1,2024-05-06,0,0
S-3473,SKU-143,1,1,2024-01-31,0,0
S-3473,SKU-177,1,1,2024-01-31,0,0
S-3473,SKU-200,1,0,2024-01-31,0,0
S-3473,SKU-092,3,3,2024-01-31,0,0
S-3474,SKU-138,3,3,2024-02-25,0,0
S-3474,SKU-152,1,0,2024-02-25,0,0
S-3474,SKU-089,1,1,2024-02-25,0,1
S-3474,SKU-021,1,1,2024-02-25,0,0
S-3475,SKU-066,2,2,2024-03-19,0,0
S-3476,SKU-155,2,2,2024-04-27,0,0
S-3478,SKU-131,1,1,2024-01-27,0,0
S-3478,SKU-091,4,4,2024-01-27,0,0
S-3478,SKU-001,1,1,2024-01-27,0,0
S-3478,SKU-143,2,2,2024-01-27,0,0
S-3479,SKU-025,1,1,2024-04-17,0,0
S-3479,SKU-187,1,1,2024-04-17,0,0
S-3480,SKU-189,1,1,2024-04-17,0,1
S-3481,SKU-070,4,4,2024-03-20,0,0
S-3482,SKU-184,4,4,2024-03-20,0,0
S-3483,SKU-172,2,2,2024-02-11,0,0
S-3483,SKU-094,1,1,2024-02-11,0,0
S-3484,SKU-102,1,1,2024-04-01,0,0
S-3484,SKU-171,1,1,2024-04-01,0,0
S-3484,SKU-030,1,1,2024-04-01,0,0
S-3485,SKU-013,1,0,2024-04-05,0,0
S-3485,SKU-073,1,1,2024-04-05,0,0
S-3485,SKU-003,1,1,2024-04-05,0,0
S-3485,SKU-001,2,2,2024-04-05,0,0
S-3486,SKU-031,4,4,2024-02-07,0,1
S-3486,SKU-139,1,1,2024-02-07,0,0
S-3487,SKU-080,1,1,2024-02-07,0,1
S-3487,SKU-082,1,1,2024-02-07,0,0
S-3488,SKU-140,1,1,2024-02-07,0,0
S-3488,SKU-039,3,3,2024-02-07,0,0
S-3488,SKU-046,1,1,2024-02-07,0,0
S-3488,SKU-183,2,2,2024-02-07,0,0
S-3489,SKU-197,1,1,2024-01-19,0,0
S-3489,SKU-151,1,1,2024-01-19,0,0
S-3489,SKU-101,1,1,2024-01-19,0,0
S-3489,SKU-098,1,1,2024-01-19,0,0
S-3490,SKU-103,1,1,2024-04-17,0,0
S-3490,SKU-142,1,1,2024-04-17,0,1
S-3490,SKU-096,1,1,2024-04-17,0,0
S-3490,SKU-140,1,1,2024-04-17,0,0
S-3491,SKU-139,1,1,2024-04-26,0,1
S-3493,SKU-101,3,2,2024-03-17,0,0
S-3493,SKU-039,1,1,2024-03-17,0,0
S-3494,SKU-156,2,2,2024-01-26,0,0
S-3495,SKU-178,1,1,2024-01-16,0,0
S-3495,SKU-098,4,3,2024-01-16,0,0
S-3495,SKU-073,2,1,2024-01-16,0,1
S-3495,SKU-024,1,1,2024-01-16,0,0
S-3496,SKU-061,1,1,2024-01-24,0,0
S-3496,SKU-185,2,2,2024-01-24,0,0
S-3497,SKU-034,2,2,2024-01-11,0,1
S-3497,SKU-015,1,1,2024-01-11,0,0
S-3497,SKU-052,2,2,2024-01-11,0,0
S-3497,SKU-049,4,4,2024-01-11,1,0
S-3498,SKU-006,1,1,2024-01-22,1,0
S-3499,SKU-130,1,1,2024-01-26,0,0
S-3499,SKU-197,1,0,2024-01-26,1,0
S-3500,SKU-014,1,1,2024-01-25,0,0
S-3500,SKU-196,1,1,2024-01-25,0,0
S-3501,SKU-185,2,2,2024-04-25,0,0
S-3501,SKU-155,3,3,2024-04-25,0,0
S-3502,SKU-011,1,1,2024-03-13,0,0
S-3503,SKU-174,1,1,2024-03-23,0,0
S-3503,SKU-044,3,3,2024-03-23,0,0
S-3503,SKU-011,2,2,2024-03-23,0,0
S-3504,SKU-024,1,0,2024-03-17,0,0
S-3504,SKU-139,1,0,2024-03-17,0,0
S-3504,SKU-186,2,2,2024-03-17,0,0
S-3505,SKU-024,3,3,2024-02-11,0,0
S-3507,SKU-175,1,1,2024-02-25,0,1
S-3507,SKU-038,1,1,2024-02-25,0,0
S-3508,SKU-086,1,1,2024-04-28,0,0
S-3508,SKU-025,1,1,2024-04-28,0,0
S-3508,SKU-026,2,2,2024-04-28,0,0
S-3509,SKU-013,2,2,2024-01-11,0,1
S-3509,SKU-088,2,2,2024-01-11,0,0
S-3509,SKU-144,1,1,2024-01-11,0,0
S-3509,SKU-087,3,3,2024-01-11,0,1
S-3510,SKU-029,1,0,2024-03-18,0,0
S-3510,SKU-169,1,1,2024-03-18,0,0
S-3510,SKU-031,2,2,2024-03-18,0,0
S-3511,SKU-076,1,1,2024-03-29,0,0
S-3511,SKU-117,2,2,2024-03-29,0,0
S-3512,SKU-176,2,2,2024-03-30,0,0
S-3512,SKU-173,1,1,2024-03-30,0,0
S-3513,SKU-058,4,3,2024-01-24,0,0
S-3513,SKU-154,2,2,2024-01-24,0,0
S-3514,SKU-122,1,1,2024-01-07,0,0
S-3516,SKU-072,1,1,2024-01-14,0,0
S-3516,SKU-070,1,1,2024-01-14,0,0
S-3516,SKU-094,1,1,2024-01-14,0,0
S-3516,SKU-183,1,1,2024-01-14,0,0
S-3517,SKU-036,1,1,2024-01-29,0,0
S-3517,SKU-174,3,3,2024-01-29,0,0
S-3517,SKU-198,1,1,2024-01-29,0,0
S-3518,SKU-075,2,1,2024-02-27,0,0
S-3518,SKU-193,2,2,2024-02-27,0,0
S-3519,SKU-017,1,1,2024-02-27,0,0
S-3520,SKU-147,1,1,2024-03-07,0,0
S-3520,SKU-087,1,1,2024-03-07,0,0
S-3521,SKU-187,2,1,2024-03-06,0,0
S-3522,SKU-125,1,1,2024-04-22,0,0
S-3522,SKU-108,1,1,2024-04-22,0,1
S-3523,SKU-034,1,1,2024-04-26,0,1
S-3523,SKU-047,1,1,2024-04-26,0,1
S-3523,SKU-064,1,1,2024-04-26,0,0
S-3523,SKU-105,3,2,2024-04-26,0,0
S-3524,SKU-094,1,1,2024-03-16,0,0
S-3525,SKU-004,2,2,2024-04-27,0,0
S-3525,SKU-192,2,2,2024-04-27,0,1
S-3525,SKU-036,3,3,2024-04-27,0,0
S-3525,SKU-099,2,2,2024-04-27,0,0
S-3526,SKU-096,1,1,2024-02-06,0,0
S-3527,SKU-034,1,1,2024-02-04,0,0
S-3528,SKU-002,2,1,2024-01-18,0,0
S-3528,SKU-115,1,1,2024-01-18,0,0
S-3529,SKU-056,4,4,2024-01-18,0,0
S-3530,SKU-013,1,0,2024-01-26,0,0
S-3530,SKU-085,1,1,2024-01-26,0,0
S-3531,SKU-061,1,0,2024-04-05,0,0
S-3533,SKU-102,2,1,2024-03-02,0,0
S-3533,SKU-062,3,3,2024-03-02,0,0
S-3533,SKU-112,1,1,2024-03-02,0,0
S-3534,SKU-034,1,1,2024-03-08,0,0
S-3534,SKU-188,1,1,2024-03-08,0,0
S-3535,SKU-110,2,2,2024-03-08,0,0
S-3535,SKU-069,3,3,2024-03-08,0,0
S-3535,SKU-163,1,0,2024-03-08,0,0
S-3535,SKU-166,1,1,2024-03-08,0,0
S-3536,SKU-031,1,1,2024-02-06,0,0
S-3536,SKU-003,1,0,2024-02-06,0,0
S-3537,SKU-152,2,2,2024-04-07,0,0
S-3537,SKU-031,4,4,2024-04-07,0,0
S-3537,SKU-012,4,4,2024-04-07,0,0
S-3537,SKU-043,1,0,2024-04-07,0,0
S-3538,SKU-094,1,1,2024-01-22,0,0
S-3540,SKU-006,1,1,2024-04-30,0,0
S-3542,SKU-068,1,1,2024-01-18,0,0
S-3543,SKU-197,2,2,2024-01-21,0,0
S-3543,SKU-177,2,2,2024-01-21,0,0
S-3543,SKU-052,2,2,2024-01-21,0,0
S-3543,SKU-041,1,1,2024-01-21,0,0
S-3544,SKU-153,2,1,2024-04-17,0,0
S-3545,SKU-179,1,1,2024-04-18,0,0
S-3546,SKU-029,2,2,2024-05-03,0,0
S-3546,SKU-167,2,2,2024-05-03,0,0
S-3546,SKU-148,1,0,2024-05-03,0,0
S-3547,SKU-013,1,0,2024-03-05,0,0
S-3547,SKU-160,1,1,2024-03-05,0,0
S-3548,SKU-012,1,1,2024-03-20,0,0
S-3548,SKU-035,1,1,2024-03-20,0,0
S-3548,SKU-119,1,1,2024-03-20,0,0
S-3549,SKU-170,1,1,2024-01-17,0,0
S-3549,SKU-083,3,2,2024-01-17,0,0
S-3550,SKU-012,1,1,2024-05-01,0,0
S-3550,SKU-162,1,1,2024-05-01,0,0
S-3550,SKU-036,1,1,2024-05-01,0,0
S-3550,SKU-152,2,2,2024-05-01,0,0
S-3551,SKU-073,1,1,2024-05-03,0,1
S-3551,SKU-178,1,0,2024-05-03,0,0
S-3552,SKU-058,1,1,2024-02-12,0,0
S-3553,SKU-024,1,1,2024-01-27,0,0
S-3553,SKU-032,2,2,2024-01-27,0,0
S-3553,SKU-143,4,4,2024-01-27,0,0
S-3554,SKU-184,1,1,2024-02-20,0,1
S-3555,SKU-153,2,2,2024-01-31,1,0
S-3555,SKU-090,2,2,2024-01-31,0,0
S-3555,SKU-162,1,1,2024-01-31,0,0
S-3555,SKU-100,2,2,2024-01-31,0,0
S-3556,SKU-085,1,1,2024-04-21,0,0
S-3556,SKU-196,2,2,2024-04-21,0,0
S-3556,SKU-073,1,1,2024-04-21,0,0
S-3557,SKU-043,2,1,2024-04-17,0,0
S-3557,SKU-153,1,1,2024-04-17,0,0
S-3557,SKU-176,1,1,2024-04-17,0,0
S-3558,SKU-127,2,1,2024-02-11,0,0
S-3558,SKU-014,1,1,2024-02-11,0,0
S-3559,SKU-081,2,2,2024-02-11,0,0
S-3559,SKU-158,2,2,2024-02-11,0,0
S-3560,SKU-027,2,2,2024-03-04,0,0
S-3560,SKU-105,1,1,2024-03-04,0,0
S-3561,SKU-108,1,1,2024-03-04,0,0
S-3562,SKU-008,1,1,2024-02-05,0,1
S-3562,SKU-115,1,0,2024-02-05,0,1
S-3562,SKU-109,1,1,2024-02-05,0,0
S-3563,SKU-164,3,3,2024-05-06,0,1
S-3563,SKU-108,1,1,2024-05-06,0,0
S-3564,SKU-194,2,2,2024-05-06,0,0
S-3564,SKU-040,4,4,2024-05-06,0,0
S-3565,SKU-091,1,1,2024-01-08,0,0
S-3567,SKU-130,1,1,2024-04-20,0,0
S-3567,SKU-019,4,4,2024-04-20,0,0
S-3568,SKU-007,1,1,2024-04-20,0,0
S-3568,SKU-094,2,2,2024-04-20,0,0
S-3569,SKU-113,1,1,2024-02-19,0,0
S-3570,SKU-059,1,1,2024-02-19,0,1
S-3571,SKU-025,1,0,2024-03-29,0,0
S-3571,SKU-128,2,2,2024-03-29,0,0
S-3571,SKU-081,1,1,2024-03-29,0,0
S-3572,SKU-147,1,1,2024-01-11,0,0
S-3572,SKU-113,1,1,2024-01-11,0,0
S-3572,SKU-016,1,0,2024-01-11,0,0
S-3572,SKU-135,2,2,2024-01-11,0,0
S-3573,SKU-020,4,4,2024-02-10,0,0
S-3573,SKU-054,1,1,2024-02-10,0,0
S-3573,SKU-078,1,1,2024-02-10,0,0
S-3574,SKU-114,2,2,2024-02-17,0,1
S-3574,SKU-079,4,4,2024-02-17,0,0
S-3575,SKU-182,1,1,2024-03-27,0,0
S-3576,SKU-015,1,1,2024-03-27,0,0
S-3577,SKU-188,2,2,2024-03-04,0,0
S-3579,SKU-055,1,0,2024-04-25,0,0
S-3580,SKU-082,1,1,2024-01-24,0,0
S-3580,SKU-175,1,1,2024-01-24,0,0
S-3580,SKU-120,1,1,2024-01-24,0,0
S-3580,SKU-178,1,1,2024-01-24,0,0
S-3581,SKU-021,3,3,2024-04-15,0,0
S-3581,SKU-147,1,1,2024-04-15,0,0
S-3581,SKU-189,2,2,2024-04-15,0,0
S-3581,SKU-032,1,1,2024-04-15,0,0
S-3582,SKU-112,1,1,2024-01-14,0,0
S-3582,SKU-191,1,1,2024-01-14,0,0
S-3582,SKU-184,1,1,2024-01-14,0,0
S-3582,SKU-077,1,1,2024-01-14,0,0
S-3583,SKU-085,1,1,2024-03-16,0,0
S-3584,SKU-061,1,0,2024-04-10,0,0
S-3584,SKU-142,2,2,2024-04-10,0,0
S-3585,SKU-032,1,1,2024-04-10,0,1
S-3586,SKU-127,1,1,2024-04-04,0,0
S-3586,SKU-068,1,1,2024-04-04,0,0
S-3587,SKU-161,1,1,2024-04-04,0,0
S-3588,SKU-141,2,2,2024-01-28,0,0
S-3588,SKU-002,2,2,2024-01-28,0,0
S-3589,SKU-198,1,1,2024-01-10,0,0
S-3590,SKU-013,1,1,2024-01-09,0,0
