order_id,order_date,promised_delivery_date,customer_region,order_priority,order_channel,order_status
O-102246,2024-04-04,2024-04-10,Free State,Express,Mobile,Completed
O-102247,2024-04-26,2024-05-05,Mpumalanga,Normal,Web,Completed
O-102248,2024-03-20,2024-03-23,Mpumalanga,Express,Mobile,Completed
O-102249,2024-03-04,2024-03-10,KwaZulu-Natal,Express,Web,Completed
O-102250,2024-04-06,2024-04-09,Mpumalanga,Express,Web,Completed
O-102251,2024-02-14,2024-02-24,Free State,Normal,Mobile,Completed
O-102252,2024-01-13,2024-01-16,KwaZulu-Natal,Normal,Web,Completed
O-102253,2024-03-18,2024-03-21,Limpopo,Express,Mobile,Completed
O-102254,2024-02-09,2024-02-17,KwaZulu-Natal,Express,Mobile,Completed
O-102255,2024-02-03,2024-02-09,Limpopo,Express,Mobile,Completed
O-102256,2024-04-14,2024-04-21,Western Cape,Express,Web,Completed
O-102257,2024-03-20,2024-03-26,Western Cape,Express,Web,Completed
O-102258,2024-01-29,2024-02-03,Limpopo,Normal,Mobile,Completed
O-102259,2024-03-25,2024-04-01,Western Cape,Express,Mobile,Completed
O-102260,2024-02-08,2024-02-11,Western Cape,Normal,Web,Completed
O-102261,2024-03-22,2024-03-28,Gauteng,Normal,Web,Completed
O-102262,2024-03-16,2024-03-23,Free State,Normal,Mobile,Completed
O-102263,2024-01-26,2024-02-01,Limpopo,Normal,Web,Completed
O-102264,2024-01-31,2024-02-08,Western Cape,Normal,Mobile,Completed
O-102265,2024-02-04,2024-02-11,Free State,Normal,Mobile,Completed
O-102266,2024-02-16,2024-02-21,Western Cape,Normal,Mobile,Completed
O-102267,2024-03-16,2024-03-24,Limpopo,Normal,Mobile,Completed
O-102268,2024-03-28,2024-04-04,KwaZulu-Natal,Normal,Web,Completed
O-102269,2024-02-15,2024-02-23,Limpopo,Express,Web,Completed
O-102270,2024-04-02,2024-04-09,Limpopo,Normal,Web,Completed
O-102271,2024-01-14,2024-01-21,Mpumalanga,Express,Mobile,Completed
O-102272,2024-03-08,2024-03-15,Mpumalanga,Express,Mobile,Completed
O-102273,2024-03-03,2024-03-12,Gauteng,Express,Mobile,Completed
O-102274,2024-02-12,2024-02-18,KwaZulu-Natal,Normal,Web,Completed
O-102275,2024-03-15,2024-03-21,Limpopo,Normal,Web,Completed
O-102276,2024-04-03,2024-04-10,Free State,Normal,Mobile,Completed
O-102277,2024-01-21,2024-01-28,Mpumalanga,Normal,Web,Completed
O-102278,2024-01-09,2024-01-16,Mpumalanga,Normal,Web,Completed
O-102279,2024-03-13,2024-03-19,Limpopo,Normal,Web,Completed
O-102280,2024-02-24,2024-03-02,Free State,Express,Mobile,Completed
O-102281,2024-02-16,2024-02-23,Gauteng,Normal,Mobile,Completed
O-102282,2024-02-14,2024-02-19,Gauteng,Normal,Mobile,Completed
O-102283,2024-01-09,2024-01-17,Mpumalanga,Normal,Mobile,Completed
O-102284,2024-02-22,2024-03-03,Free State,Normal,Mobile,Completed
O-102285,2024-04-17,2024-04-24,KwaZulu-Natal,Normal,Mobile,Completed
O-102286,2024-02-25,2024-03-06,Western Cape,Normal,Web,Completed
O-102287,2024-02-22,2024-03-01,Mpumalanga,Normal,Mobile,Completed
O-102288,2024-03-18,2024-03-24,Mpumalanga,Express,Mobile,Completed
O-102289,2024-01-15,2024-01-24,Free State,Normal,Mobile,Completed
O-102290,2024-04-01,2024-04-13,Western Cape,Normal,Web,Completed
O-102291,2024-02-03,2024-02-09,KwaZulu-Natal,Express,Web,Completed
O-102292,2024-03-12,2024-03-17,Limpopo,Normal,Web,Completed
O-102293,2024-02-02,2024-02-12,Mpumalanga,Normal,Web,Completed
O-102294,2024-03-07,2024-03-15,KwaZulu-Natal,Express,Web,Completed
O-102295,2024-03-30,2024-04-03,KwaZulu-Natal,Express,Mobile,Completed
O-102296,2024-03-13,2024-03-20,Gauteng,Normal,Web,Completed
O-102297,2024-01-01,2024-01-09,Western Cape,Normal,Web,Completed
O-102298,2024-02-27,2024-03-03,Limpopo,Normal,Mobile,Completed
O-102299,2024-01-04,2024-01-09,KwaZulu-Natal,Normal,Web,Completed
O-102300,2024-03-06,2024-03-13,Western Cape,Normal,Web,Completed
O-102301,2024-04-25,2024-05-03,Gauteng,Express,Web,Completed
O-102302,2024-01-29,2024-02-05,Western Cape,Normal,Mobile,Completed
O-102303,2024-01-28,2024-02-05,Limpopo,Normal,Web,Completed
O-102304,2024-03-07,2024-03-13,Limpopo,Normal,Web,Completed
O-102305,2024-01-28,2024-02-03,Mpumalanga,Normal,Mobile,Completed
O-102306,2024-03-17,2024-03-22,Free State,Express,Mobile,Completed
O-102307,2024-02-19,2024-02-26,Gauteng,Normal,Web,Completed
O-102308,2024-04-10,2024-04-16,Limpopo,Normal,Mobile,Completed
O-102309,2024-01-12,2024-01-17,Limpopo,Normal,Web,Completed
O-102310,2024-03-30,2024-04-05,Free State,Express,Mobile,Completed
O-102311,2024-04-01,2024-04-07,KwaZulu-Natal,Normal,Web,Completed
O-102312,2024-04-06,2024-04-15,Limpopo,Normal,Web,Completed
O-102313,2024-03-26,2024-04-02,Limpopo,Normal,Mobile,Completed
O-102314,2024-02-17,2024-02-24,KwaZulu-Natal,Normal,Web,Completed
O-102315,2024-02-13,2024-02-22,Mpumalanga,Normal,Mobile,Completed
O-102316,2024-03-21,2024-03-27,Mpumalanga,Normal,Mobile,Completed
O-102317,2024-03-16,2024-03-20,KwaZulu-Natal,Express,Mobile,Completed
O-102318,2024-02-29,2024-03-05,KwaZulu-Natal,Normal,Mobile,Completed
O-102319,2024-03-11,2024-03-18,Free State,Normal,Web,Completed
O-102320,2024-03-25,2024-03-31,Free State,Normal,Web,Completed
O-102321,2024-01-15,2024-01-22,KwaZulu-Natal,Normal,Web,Completed
O-102322,2024-03-09,2024-03-14,Mpumalanga,Normal,Web,Completed
O-102323,2024-03-04,2024-03-10,Gauteng,Normal,Web,Completed
O-102324,2024-03-14,2024-03-21,Limpopo,Normal,Web,Completed
O-102325,2024-03-26,2024-03-31,Gauteng,Normal,Mobile,Completed
O-102326,2024-04-01,2024-04-08,Western Cape,Normal,Mobile,Completed
O-102327,2024-01-21,2024-01-24,Western Cape,Express,Web,Completed
O-102328,2024-01-17,2024-01-24,Mpumalanga,Express,Web,Completed
O-102329,2024-03-26,2024-04-04,Mpumalanga,Normal,Web,Completed
O-102330,2024-03-30,2024-04-06,Free State,Normal,Web,Completed
O-102331,2024-04-15,2024-04-18,Gauteng,Express,Web,Completed
O-102332,2024-01-29,2024-02-04,Western Cape,Normal,Mobile,Completed
O-102333,2024-02-04,2024-02-08,Free State,Normal,Web,Completed
O-102334,2024-01-16,2024-01-23,Free State,Normal,Web,Completed
O-102335,2024-03-22,2024-03-30,KwaZulu-Natal,Normal,Mobile,Completed
O-102336,2024-04-17,2024-04-24,Gauteng,Normal,Mobile,Completed
O-102337,2024-01-05,2024-01-11,Limpopo,Normal,Mobile,Completed
O-102338,2024-03-20,2024-03-24,Western Cape,Normal,Web,Completed
O-102339,2024-02-13,2024-02-24,Gauteng,Normal,Mobile,Completed
O-102340,2024-04-21,2024-04-27,KwaZulu-Natal,Normal,Web,Completed
O-102341,2024-04-21,2024-04-27,KwaZulu-Natal,Express,Web,Completed
O-102342,2024-03-20,2024-03-24,Gauteng,Normal,Mobile,Completed
O-102343,2024-02-22,2024-02-29,Mpumalanga,Normal,Mobile,Completed
O-102344,2024-03-02,2024-03-07,Free State,Express,Mobile,Completed
O-102345,2024-04-26,2024-05-03,Western Cape,Express,Mobile,Completed
O-102346,2024-01-13,2024-01-17,Mpumalanga,Express,Web,Completed
O-102347,2024-04-09,2024-04-16,Free State,Normal,Mobile,Completed
O-102348,2024-02-01,2024-02-07,Gauteng,Normal,Web,Completed
O-102349,2024-02-24,2024-03-03,Mpumalanga,Normal,Mobile,Completed
O-102350,2024-01-08,2024-01-12,Gauteng,Normal,Mobile,Completed
O-102351,2024-04-03,2024-04-10,Free State,Normal,Web,Completed
O-102352,2024-02-15,2024-02-26,Free State,Normal,Mobile,Completed
O-102353,2024-01-29,2024-02-07,Western Cape,Normal,Mobile,Completed
O-102354,2024-02-16,2024-02-25,Mpumalanga,Normal,Web,Completed
O-102355,2024-03-15,2024-03-23,Free State,Normal,Mobile,Completed
O-102356,2024-01-13,2024-01-18,Limpopo,Express,Mobile,Completed
O-102357,2024-04-06,2024-04-15,Gauteng,Normal,Web,Completed
O-102358,2024-04-11,2024-04-17,Limpopo,Normal,Mobile,Completed
O-102359,2024-03-31,2024-04-06,Mpumalanga,Express,Mobile,Completed
O-102360,2024-03-03,2024-03-10,Free State,Normal,Mobile,Completed
O-102361,2024-02-24,2024-03-02,Gauteng,Normal,Web,Completed
O-102362,2024-01-04,2024-01-10,Mpumalanga,Express,Mobile,Completed
O-102363,2024-01-30,2024-02-05,Limpopo,Normal,Mobile,Completed
O-102364,2024-02-19,2024-02-27,Western Cape,Normal,Web,Completed
O-102365,2024-04-15,2024-04-21,Gauteng,Normal,Mobile,Completed
O-102366,2024-03-01,2024-03-07,Western Cape,Express,Mobile,Completed
O-102367,2024-04-04,2024-04-09,Limpopo,Express,Web,Completed
O-102368,2024-02-12,2024-02-18,Free State,Normal,Mobile,Completed
O-102369,2024-01-23,2024-01-29,Gauteng,Normal,Mobile,Completed
O-102370,2024-04-07,2024-04-12,Western Cape,Normal,Web,Completed
O-102371,2024-02-21,2024-03-01,Western Cape,Normal,Web,Completed
O-102372,2024-02-03,2024-02-10,Mpumalanga,Express,Web,Completed
O-102373,2024-02-15,2024-02-22,Limpopo,Express,Web,Completed
O-102374,2024-03-26,2024-04-04,Free State,Express,Mobile,Completed
O-102375,2024-04-06,2024-04-14,Mpumalanga,Normal,Mobile,Completed
O-102376,2024-02-07,2024-02-12,Gauteng,Normal,Mobile,Completed
O-102377,2024-01-05,2024-01-12,KwaZulu-Natal,Normal,Web,Completed
O-102378,2024-04-04,2024-04-09,Gauteng,Normal,Web,Completed
O-102379,2024-03-29,2024-04-06,Free State,Normal,Mobile,Completed
O-102380,2024-01-22,2024-01-28,Mpumalanga,Normal,Web,Completed
O-102381,2024-03-05,2024-03-08,Mpumalanga,Normal,Web,Completed
O-102382,2024-04-17,2024-04-24,Gauteng,Normal,Web,Completed
O-102383,2024-04-16,2024-04-24,Free State,Express,Web,Completed
O-102384,2024-01-31,2024-02-07,Mpumalanga,Normal,Web,Completed
O-102385,2024-02-13,2024-02-19,Free State,Normal,Web,Completed
O-102386,2024-01-29,2024-02-06,Western Cape,Normal,Web,Completed
O-102387,2024-03-16,2024-03-24,Gauteng,Express,Mobile,Completed
O-102388,2024-02-21,2024-03-01,Western Cape,Express,Web,Completed
O-102389,2024-03-01,2024-03-08,Gauteng,Normal,Mobile,Completed
O-102390,2024-04-21,2024-04-27,Mpumalanga,Normal,Web,Completed
O-102391,2024-03-27,2024-04-01,Western Cape,Express,Mobile,Completed
O-102392,2024-03-23,2024-03-30,Free State,Normal,Mobile,Completed
O-102393,2024-02-28,2024-03-08,Gauteng,Normal,Web,Completed
O-102394,2024-01-10,2024-01-21,Western Cape,Normal,Web,Completed
O-102395,2024-03-24,2024-04-02,Western Cape,Normal,Mobile,Completed
O-102396,2024-04-29,2024-05-06,Gauteng,Normal,Mobile,Completed
O-102397,2024-02-19,2024-02-25,Limpopo,Normal,Web,Completed
O-102398,2024-03-01,2024-03-07,KwaZulu-Natal,Normal,Web,Completed
O-102399,2024-01-22,2024-01-26,Western Cape,Normal,Web,Completed
O-102400,2024-01-22,2024-01-28,Gauteng,Normal,Mobile,Completed
O-102401,2024-02-23,2024-02-29,Gauteng,Normal,Mobile,Completed
O-102402,2024-01-08,2024-01-13,Gauteng,Express,Web,Completed
O-102403,2024-03-18,2024-03-22,Gauteng,Express,Mobile,Completed
O-102404,2024-04-05,2024-04-13,Free State,Normal,Mobile,Completed
O-102405,2024-02-08,2024-02-17,Western Cape,Express,Web,Completed
O-102406,2024-03-20,2024-03-27,Free State,Normal,Mobile,Completed
O-102407,2024-01-13,2024-01-19,Limpopo,Express,Mobile,Completed
O-102408,2024-03-21,2024-03-28,Western Cape,Express,Web,Completed
O-102409,2024-03-04,2024-03-13,Western Cape,Express,Mobile,Completed
O-102410,2024-03-19,2024-03-26,Gauteng,Normal,Mobile,Completed
O-102411,2024-04-05,2024-04-12,Limpopo,Express,Web,Completed
O-102412,2024-04-18,2024-04-24,Western Cape,Normal,Web,Completed
O-102413,2024-01-21,2024-01-26,Mpumalanga,Normal,Web,Completed
O-102414,2024-01-10,2024-01-15,KwaZulu-Natal,Normal,Web,Completed
O-102415,2024-01-23,2024-02-02,Free State,Normal,Web,Completed
O-102416,2024-04-04,2024-04-10,Gauteng,Normal,Web,Completed
O-102417,2024-01-24,2024-01-30,Western Cape,Normal,Mobile,Completed
O-102418,2024-04-18,2024-04-28,Western Cape,Normal,Web,Completed
O-102419,2024-02-16,2024-02-24,Gauteng,Normal,Web,Completed
O-102420,2024-02-13,2024-02-20,KwaZulu-Natal,Express,Mobile,Completed
O-102421,2024-04-03,2024-04-10,Limpopo,Normal,Mobile,Completed
O-102422,2024-03-17,2024-03-24,Mpumalanga,Normal,Mobile,Completed
O-102423,2024-01-20,2024-01-30,Gauteng,Normal,Web,Completed
O-102424,2024-02-15,2024-02-22,Western Cape,Normal,Web,Completed
O-102425,2024-01-26,2024-02-03,Limpopo,Normal,Web,Completed
O-102426,2024-04-13,2024-04-18,Western Cape,Normal,Mobile,Completed
O-102427,2024-04-23,2024-05-01,Mpumalanga,Normal,Mobile,Completed
O-102428,2024-04-14,2024-04-21,Western Cape,Normal,Mobile,Completed
O-102429,2024-02-11,2024-02-14,Gauteng,Normal,Mobile,Completed
O-102430,2024-04-17,2024-04-23,Gauteng,Normal,Web,Completed
O-102431,2024-02-18,2024-02-25,Limpopo,Normal,Web,Completed
O-102432,2024-03-18,2024-03-24,Western Cape,Express,Web,Completed
O-102433,2024-02-11,2024-02-13,Mpumalanga,Express,Mobile,Completed
O-102434,2024-02-22,2024-02-29,Limpopo,Normal,Web,Completed
O-102435,2024-01-17,2024-01-23,Mpumalanga,Normal,Mobile,Completed
O-102436,2024-02-20,2024-02-24,Limpopo,Express,Mobile,Completed
O-102437,2024-03-13,2024-03-18,Limpopo,Normal,Web,Completed
O-102438,2024-01-09,2024-01-13,KwaZulu-Natal,Normal,Mobile,Completed
O-102439,2024-03-17,2024-03-26,KwaZulu-Natal,Express,Web,Completed
O-102440,2024-01-10,2024-01-20,Free State,Express,Web,Completed
O-102441,2024-01-12,2024-01-17,Western Cape,Normal,Web,Completed
O-102442,2024-03-14,2024-03-19,Limpopo,Express,Mobile,Completed
O-102443,2024-01-03,2024-01-10,KwaZulu-Natal,Normal,Web,Completed
O-102444,2024-03-26,2024-03-31,Mpumalanga,Express,Web,Completed
O-102445,2024-04-14,2024-04-21,Mpumalanga,Express,Web,Completed
O-102446,2024-04-21,2024-04-27,Mpumalanga,Normal,Web,Completed
O-102447,2024-04-18,2024-04-22,Limpopo,Normal,Mobile,Completed
O-102448,2024-02-25,2024-03-04,Mpumalanga,Express,Mobile,Completed
O-102449,2024-03-10,2024-03-15,KwaZulu-Natal,Normal,Web,Completed
O-102450,2024-01-03,2024-01-11,Limpopo,Normal,Web,Completed
O-102451,2024-03-28,2024-04-05,KwaZulu-Natal,Normal,Mobile,Completed
O-102452,2024-01-21,2024-01-28,Western Cape,Normal,Web,Completed
O-102453,2024-02-16,2024-02-23,Gauteng,Normal,Mobile,Completed
O-102454,2024-02-29,2024-03-05,Gauteng,Normal,Mobile,Completed
O-102455,2024-03-31,2024-04-09,Mpumalanga,Normal,Web,Completed
O-102456,2024-01-29,2024-02-04,Mpumalanga,Express,Mobile,Completed
O-102457,2024-01-27,2024-02-01,Free State,Express,Web,Completed
O-102458,2024-01-15,2024-01-20,Limpopo,Normal,Web,Completed
O-102459,2024-01-11,2024-01-19,Mpumalanga,Normal,Web,Completed
O-102460,2024-02-19,2024-02-27,Free State,Normal,Mobile,Completed
O-102461,2024-03-18,2024-03-24,Western Cape,Normal,Mobile,Completed
O-102462,2024-02-05,2024-02-10,Western Cape,Normal,Web,Completed
O-102463,2024-04-21,2024-04-28,Limpopo,Express,Mobile,Completed
O-102464,2024-01-29,2024-02-07,Free State,Normal,Mobile,Completed
O-102465,2024-04-09,2024-04-17,Free State,Express,Web,Completed
O-102466,2024-02-02,2024-02-08,Limpopo,Normal,Web,Completed
O-102467,2024-03-10,2024-03-18,Limpopo,Express,Web,Completed
O-102468,2024-02-02,2024-02-14,Free State,Normal,Mobile,Completed
O-102469,2024-04-10,2024-04-20,Free State,Normal,Web,Completed
O-102470,2024-01-22,2024-01-30,Gauteng,Normal,Mobile,Completed
O-102471,2024-02-07,2024-02-13,KwaZulu-Natal,Normal,Web,Completed
O-102472,2024-04-16,2024-04-22,Limpopo,Express,Mobile,Completed
O-102473,2024-01-27,2024-02-05,Mpumalanga,Normal,Web,Completed
O-102474,2024-01-05,2024-01-10,Gauteng,Normal,Mobile,Completed
O-102475,2024-04-24,2024-05-01,Gauteng,Normal,Mobile,Completed
O-102476,2024-02-16,2024-02-20,Gauteng,Express,Mobile,Completed
O-102477,2024-04-10,2024-04-16,Limpopo,Normal,Web,Completed
O-102478,2024-01-02,2024-01-09,KwaZulu-Natal,Normal,Web,Completed
O-102479,2024-02-28,2024-03-08,Mpumalanga,Express,Web,Completed
O-102480,2024-02-12,2024-02-17,Free State,Normal,Web,Completed
O-102481,2024-04-27,2024-05-03,KwaZulu-Natal,Express,Web,Completed
O-102482,2024-02-24,2024-02-29,Gauteng,Normal,Mobile,Completed
O-102483,2024-02-29,2024-03-05,Mpumalanga,Normal,Web,Completed
O-102484,2024-02-11,2024-02-18,Western Cape,Normal,Mobile,Completed
O-102485,2024-01-24,2024-01-31,KwaZulu-Natal,Normal,Mobile,Completed
O-102486,2024-03-06,2024-03-16,Gauteng,Express,Web,Completed
O-102487,2024-02-11,2024-02-20,KwaZulu-Natal,Normal,Mobile,Completed
O-102488,2024-01-12,2024-01-18,Mpumalanga,Normal,Web,Completed
O-102489,2024-04-09,2024-04-15,Free State,Normal,Mobile,Completed
O-102490,2024-02-08,2024-02-18,Mpumalanga,Normal,Mobile,Completed
O-102491,2024-03-12,2024-03-18,Free State,Express,Web,Completed
O-102492,2024-03-25,2024-03-31,Limpopo,Express,Web,Completed
O-102493,2024-03-31,2024-04-07,Limpopo,Normal,Web,Completed
O-102494,2024-02-23,2024-03-01,Gauteng,Normal,Web,Completed
O-102495,2024-01-03,2024-01-10,KwaZulu-Natal,Normal,Web,Completed
O-102496,2024-01-10,2024-01-13,Western Cape,Normal,Mobile,Completed
O-102497,2024-04-09,2024-04-15,Western Cape,Normal,Web,Completed
O-102498,2024-02-26,2024-03-03,Limpopo,Normal,Web,Completed
O-102499,2024-02-17,2024-02-24,KwaZulu-Natal,Normal,Mobile,Completed
O-102500,2024-01-06,2024-01-15,Free State,Normal,Web,Completed
O-102501,2024-02-01,2024-02-09,Western Cape,Normal,Web,Completed
O-102502,2024-02-28,2024-03-05,Western Cape,Normal,Mobile,Completed
O-102503,2024-03-22,2024-03-28,Mpumalanga,Express,Mobile,Completed
O-102504,2024-02-23,2024-02-28,Free State,Normal,Mobile,Completed
O-102505,2024-02-23,2024-03-01,Mpumalanga,Normal,Mobile,Completed
O-102506,2024-03-18,2024-03-26,KwaZulu-Natal,Normal,Web,Completed
O-102507,2024-02-13,2024-02-17,Western Cape,Express,Mobile,Completed
O-102508,2024-02-21,2024-02-28,Limpopo,Express,Mobile,Completed
O-102509,2024-01-16,2024-01-23,Gauteng,Normal,Web,Completed
O-102510,2024-01-31,2024-02-06,KwaZulu-Natal,Express,Mobile,Completed
O-102511,2024-04-15,2024-04-24,Mpumalanga,Normal,Web,Completed
O-102512,2024-01-04,2024-01-08,Mpumalanga,Normal,Mobile,Completed
O-102513,2024-04-18,2024-04-23,Western Cape,Normal,Web,Completed
O-102514,2024-04-28,2024-05-04,Western Cape,Normal,Web,Completed
O-102515,2024-02-20,2024-02-28,KwaZulu-Natal,Normal,Web,Completed
O-102516,2024-03-07,2024-03-13,KwaZulu-Natal,Normal,Mobile,Completed
O-102517,2024-02-23,2024-02-29,Western Cape,Normal,Web,Completed
O-102518,2024-02-09,2024-02-14,KwaZulu-Natal,Normal,Mobile,Completed
O-102519,2024-02-14,2024-02-19,KwaZulu-Natal,Normal,Mobile,Completed
O-102520,2024-02-08,2024-02-12,Western Cape,Normal,Mobile,Completed
O-102521,2024-02-09,2024-02-15,Gauteng,Normal,Mobile,Completed
O-102522,2024-02-06,2024-02-11,Western Cape,Express,Mobile,Completed
O-102523,2024-03-05,2024-03-13,Western Cape,Normal,Web,Completed
O-102524,2024-03-17,2024-03-21,Mpumalanga,Normal,Mobile,Completed
O-102525,2024-03-01,2024-03-07,Free State,Normal,Mobile,Completed
O-102526,2024-04-27,2024-05-06,KwaZulu-Natal,Normal,Web,Completed
O-102527,2024-04-12,2024-04-16,Free State,Express,Mobile,Completed
O-102528,2024-03-16,2024-03-19,Free State,Express,Web,Completed
O-102529,2024-02-03,2024-02-08,Limpopo,Normal,Web,Completed
O-102530,2024-02-04,2024-02-10,Free State,Normal,Web,Completed
O-102531,2024-03-18,2024-03-23,Gauteng,Express,Mobile,Completed
O-102532,2024-03-23,2024-03-29,Western Cape,Normal,Mobile,Completed
O-102533,2024-02-29,2024-03-05,Gauteng,Normal,Mobile,Completed
O-102534,2024-04-15,2024-04-20,Mpumalanga,Express,Web,Completed
O-102535,2024-03-31,2024-04-06,Mpumalanga,Normal,Web,Completed
O-102536,2024-04-02,2024-04-06,Western Cape,Normal,Web,Completed
O-102537,2024-02-19,2024-02-28,Mpumalanga,Normal,Mobile,Completed
O-102538,2024-01-31,2024-02-08,Free State,Normal,Web,Completed
O-102539,2024-02-02,2024-02-10,Limpopo,Normal,Web,Completed
O-102540,2024-01-15,2024-01-20,KwaZulu-Natal,Normal,Web,Completed
O-102541,2024-04-04,2024-04-10,KwaZulu-Natal,Normal,Mobile,Completed
O-102542,2024-02-16,2024-02-22,Free State,Normal,Mobile,Completed
O-102543,2024-03-25,2024-03-30,Limpopo,Normal,Mobile,Completed
O-102544,2024-03-17,2024-03-25,KwaZulu-Natal,Express,Mobile,Completed
O-102545,2024-03-08,2024-03-16,KwaZulu-Natal,Normal,Mobile,Completed
O-102546,2024-02-09,2024-02-15,Gauteng,Normal,Web,Completed
O-102547,2024-03-27,2024-04-03,Limpopo,Normal,Mobile,Completed
O-102548,2024-04-29,2024-05-10,KwaZulu-Natal,Normal,Web,Completed
O-102549,2024-01-24,2024-01-27,Limpopo,Normal,Mobile,Completed
O-102550,2024-01-05,2024-01-10,Mpumalanga,Express,Web,Completed
O-102551,2024-01-08,2024-01-16,Western Cape,Normal,Mobile,Completed
O-102552,2024-01-27,2024-02-02,Mpumalanga,Express,Mobile,Completed
O-102553,2024-02-07,2024-02-13,Mpumalanga,Normal,Mobile,Completed
O-102554,2024-02-16,2024-02-24,Gauteng,Normal,Mobile,Completed
O-102555,2024-02-01,2024-02-06,KwaZulu-Natal,Normal,Mobile,Completed
O-102556,2024-03-08,2024-03-13,Mpumalanga,Normal,Mobile,Completed
O-102557,2024-03-19,2024-03-27,Mpumalanga,Normal,Web,Completed
O-102558,2024-03-09,2024-03-15,Western Cape,Express,Mobile,Completed
O-102559,2024-02-04,2024-02-10,Mpumalanga,Normal,Mobile,Completed
O-102560,2024-02-13,2024-02-21,KwaZulu-Natal,Normal,Mobile,Completed
O-102561,2024-04-22,2024-04-26,Mpumalanga,Express,Mobile,Completed
O-102562,2024-04-06,2024-04-12,Gauteng,Normal,Web,Completed
O-102563,2024-04-26,2024-05-02,KwaZulu-Natal,Express,Mobile,Completed
O-102564,2024-03-07,2024-03-13,Free State,Express,Mobile,Completed
O-102565,2024-01-03,2024-01-09,Free State,Normal,Mobile,Completed
O-102566,2024-02-14,2024-02-20,Western Cape,Normal,Mobile,Completed
O-102567,2024-03-23,2024-03-29,Free State,Normal,Web,Completed
O-102568,2024-01-26,2024-02-03,Gauteng,Normal,Mobile,Completed
O-102569,2024-04-17,2024-04-25,Gauteng,Normal,Mobile,Completed
O-102570,2024-01-23,2024-01-28,Limpopo,Normal,Mobile,Completed
O-102571,2024-01-03,2024-01-10,Free State,Normal,Mobile,Completed
O-102572,2024-01-03,2024-01-10,Gauteng,Normal,Mobile,Completed
O-102573,2024-03-07,2024-03-14,Free State,Normal,Web,Completed
O-102574,2024-01-03,2024-01-10,Western Cape,Express,Web,Completed
O-102575,2024-01-01,2024-01-09,KwaZulu-Natal,Express,Mobile,Completed
O-102576,2024-02-21,2024-02-28,Western Cape,Normal,Mobile,Completed
O-102577,2024-03-20,2024-03-26,Gauteng,Normal,Mobile,Completed
O-102578,2024-04-19,2024-04-28,Limpopo,Normal,Mobile,Completed
O-102579,2024-04-13,2024-04-19,KwaZulu-Natal,Normal,Mobile,Completed
O-102580,2024-02-20,2024-02-27,Free State,Normal,Web,Completed
O-102581,2024-04-18,2024-04-23,Western Cape,Normal,Web,Completed
O-102582,2024-03-09,2024-03-15,Mpumalanga,Express,Web,Completed
O-102583,2024-01-06,2024-01-15,KwaZulu-Natal,Normal,Mobile,Completed
O-102584,2024-03-03,2024-03-12,KwaZulu-Natal,Normal,Mobile,Completed
O-102585,2024-01-18,2024-01-24,Free State,Normal,Mobile,Completed
O-102586,2024-01-03,2024-01-08,Mpumalanga,Normal,Mobile,Completed
O-102587,2024-04-26,2024-05-03,Gauteng,Normal,Web,Completed
O-102588,2024-03-17,2024-03-26,KwaZulu-Natal,Express,Mobile,Completed
O-102589,2024-01-02,2024-01-11,Limpopo,Normal,Mobile,Completed
O-102590,2024-03-23,2024-03-28,Gauteng,Normal,Web,Completed
O-102591,2024-02-22,2024-02-26,Mpumalanga,Express,Web,Completed
O-102592,2024-01-15,2024-01-21,Mpumalanga,Express,Web,Completed
O-102593,2024-02-22,2024-02-25,Limpopo,Express,Web,Completed
O-102594,2024-04-16,2024-04-24,Western Cape,Normal,Web,Completed
O-102595,2024-01-31,2024-02-07,KwaZulu-Natal,Normal,Mobile,Completed
O-102596,2024-04-09,2024-04-15,KwaZulu-Natal,Normal,Web,Completed
O-102597,2024-04-01,2024-04-07,Mpumalanga,Normal,Mobile,Completed
O-102598,2024-03-12,2024-03-15,Free State,Normal,Mobile,Completed
O-102599,2024-04-05,2024-04-10,Free State,Normal,Web,Completed
O-102600,2024-02-29,2024-03-08,Western Cape,Express,Web,Completed
O-102601,2024-02-05,2024-02-12,Western Cape,Normal,Mobile,Completed
O-102602,2024-03-29,2024-04-07,Western Cape,Normal,Web,Completed
O-102603,2024-04-15,2024-04-19,Limpopo,Normal,Web,Completed
O-102604,2024-03-22,2024-03-29,Gauteng,Normal,Mobile,Completed
O-102605,2024-03-27,2024-03-31,Gauteng,Express,Web,Completed
O-102606,2024-04-09,2024-04-15,Gauteng,Normal,Web,Completed
O-102607,2024-04-27,2024-05-04,Gauteng,Normal,Mobile,Completed
O-102608,2024-02-27,2024-03-08,Gauteng,Normal,Mobile,Completed
O-102609,2024-02-25,2024-03-01,Gauteng,Normal,Web,Completed
O-102610,2024-01-22,2024-01-28,Mpumalanga,Normal,Web,Completed
O-102611,2024-04-14,2024-04-24,Western Cape,Normal,Web,Completed
O-102612,2024-02-27,2024-03-08,KwaZulu-Natal,Normal,Web,Completed
O-102613,2024-02-29,2024-03-11,Western Cape,Normal,Mobile,Completed
O-102614,2024-04-24,2024-04-28,KwaZulu-Natal,Normal,Mobile,Completed
O-102615,2024-01-26,2024-02-04,Mpumalanga,Normal,Web,Completed
O-102616,2024-02-07,2024-02-12,Mpumalanga,Express,Web,Completed
