shipment_id,order_id,warehouse,carrier,ship_date,expedite_flag
S-3672,O-102788,WH-JHB,QuickShip,2024-01-26,0
S-3673,O-102788,WH-JHB,QuickShip,2024-01-26,0
S-3674,O-102789,WH-JHB,QuickShip,2024-04-08,0
S-3675,O-102790,WH-CPT,QuickShip,2024-01-27,0
S-3676,O-102791,WH-JHB,QuickShip,2024-03-09,0
S-3677,O-102792,WH-DBN,QuickShip,2024-01-05,0
S-3678,O-102793,WH-JHB,EconoMove,2024-02-07,0
S-3679,O-102794,WH-DBN,EconoMove,2024-02-23,0
S-3680,O-102795,WH-DBN,QuickShip,2024-04-16,0
S-3681,O-102796,WH-CPT,QuickShip,2024-01-14,0
S-3682,O-102797,WH-JHB,EconoMove,2024-02-28,0
S-3683,O-102797,WH-JHB,EconoMove,2024-02-28,0
S-3684,O-102798,WH-JHB,QuickShip,2024-04-27,0
S-3685,O-102799,WH-DBN,QuickShip,2024-03-03,0
S-3686,O-102800,WH-JHB,FastTrack,2024-01-29,0
S-3687,O-102800,WH-JHB,FastTrack,2024-01-29,0
S-3688,O-102801,WH-DBN,FastTrack,2024-01-23,0
S-3689,O-102801,WH-DBN,FastTrack,2024-01-23,0
S-3690,O-102802,WH-DBN,QuickShip,2024-03-30,0
S-3691,O-102803,WH-CPT,FastTrack,2024-03-21,0
S-3692,O-102803,WH-CPT,FastTrack,2024-03-21,0
S-3693,O-102804,WH-JHB,FastTrack,2024-01-15,1
S-3694,O-102805,WH-CPT,EconoMove,2024-02-13,0
S-3695,O-102806,WH-JHB,EconoMove,2024-02-01,0
S-3696,O-102806,WH-JHB,EconoMove,2024-02-01,0
S-3697,O-102807,WH-JHB,QuickShip,2024-01-19,0
S-3698,O-102808,WH-JHB,EconoMove,2024-02-08,0
S-3699,O-102809,WH-DBN,QuickShip,2024-03-11,0
S-3700,O-102809,WH-DBN,QuickShip,2024-03-11,0
S-3701,O-102810,WH-DBN,FastTrack,2024-01-08,0
S-3702,O-102811,WH-JHB,FastTrack,2024-02-27,1
S-3703,O-102812,WH-JHB,QuickShip,2024-03-05,1
S-3704,O-102813,WH-CPT,QuickShip,2024-04-06,0
S-3705,O-102813,WH-CPT,QuickShip,2024-04-06,0
S-3706,O-102814,WH-JHB,FastTrack,2024-02-16,1
S-3707,O-102815,WH-CPT,QuickShip,2024-04-17,0
S-3708,O-102816,WH-JHB,FastTrack,2024-02-05,0
S-3709,O-102817,WH-DBN,QuickShip,2024-01-18,1
S-3710,O-102818,WH-JHB,QuickShip,2024-02-27,0
S-3711,O-102819,WH-CPT,EconoMove,2024-01-04,1
S-3712,O-102819,WH-CPT,EconoMove,2024-01-04,1
S-3713,O-102820,WH-JHB,EconoMove,2024-01-28,0
S-3714,O-102821,WH-JHB,QuickShip,2024-02-20,0
S-3715,O-102822,WH-CPT,QuickShip,2024-03-23,0
S-3716,O-102822,WH-CPT,QuickShip,2024-03-23,0
S-3717,O-102823,WH-CPT,EconoMove,2024-02-29,0
S-3718,O-102824,WH-CPT,QuickShip,2024-04-21,1
S-3719,O-102825,WH-DBN,QuickShip,2024-04-18,0
S-3720,O-102825,WH-DBN,QuickShip,2024-04-18,0
S-3721,O-102826,WH-CPT,QuickShip,2024-01-12,0
S-3722,O-102827,WH-DBN,FastTrack,2024-03-17,0
S-3723,O-102828,WH-DBN,EconoMove,2024-03-28,0
S-3724,O-102829,WH-JHB,FastTrack,2024-04-04,0
S-3725,O-102830,WH-JHB,FastTrack,2024-03-05,0
S-3726,O-102830,WH-JHB,FastTrack,2024-03-05,0
S-3727,O-102831,WH-JHB,QuickShip,2024-01-26,0
S-3728,O-102832,WH-JHB,QuickShip,2024-03-23,0
S-3729,O-102833,WH-CPT,EconoMove,2024-01-20,0
S-3730,O-102834,WH-JHB,EconoMove,2024-03-08,0
S-3731,O-102835,WH-DBN,QuickShip,2024-02-28,1
S-3732,O-102836,WH-CPT,FastTrack,2024-03-30,0
S-3733,O-102837,WH-DBN,FastTrack,2024-01-20,0
S-3734,O-102838,WH-CPT,QuickShip,2024-04-14,0
S-3735,O-102839,WH-CPT,EconoMove,2024-04-13,0
S-3736,O-102839,WH-CPT,EconoMove,2024-04-13,0
S-3737,O-102840,WH-DBN,QuickShip,2024-01-30,0
S-3738,O-102841,WH-DBN,QuickShip,2024-03-20,0
S-3739,O-102841,WH-DBN,QuickShip,2024-03-20,0
S-3740,O-102842,WH-DBN,FastTrack,2024-03-04,0
S-3741,O-102843,WH-CPT,QuickShip,2024-03-04,0
S-3742,O-102844,WH-CPT,FastTrack,2024-03-09,0
S-3743,O-102845,WH-CPT,EconoMove,2024-02-12,1
S-3744,O-102846,WH-DBN,FastTrack,2024-01-26,1
S-3745,O-102846,WH-DBN,FastTrack,2024-01-26,1
S-3746,O-102847,WH-CPT,FastTrack,2024-03-03,0
S-3747,O-102847,WH-CPT,FastTrack,2024-03-03,0
S-3748,O-102848,WH-CPT,EconoMove,2024-03-13,0
S-3749,O-102849,WH-JHB,FastTrack,2024-03-27,0
S-3750,O-102849,WH-JHB,FastTrack,2024-03-27,0
S-3751,O-102850,WH-CPT,FastTrack,2024-01-18,0
S-3752,O-102851,WH-DBN,FastTrack,2024-02-26,0
S-3753,O-102852,WH-CPT,FastTrack,2024-04-16,0
S-3754,O-102853,WH-CPT,QuickShip,2024-03-24,0
S-3755,O-102854,WH-JHB,QuickShip,2024-02-29,0
S-3756,O-102855,WH-CPT,FastTrack,2024-02-01,0
S-3757,O-102855,WH-CPT,FastTrack,2024-02-01,0
S-3758,O-102856,WH-DBN,FastTrack,2024-01-18,0
S-3759,O-102857,WH-JHB,QuickShip,2024-02-15,1
S-3760,O-102858,WH-JHB,QuickShip,2024-03-16,0
S-3761,O-102859,WH-JHB,QuickShip,2024-03-15,0
S-3762,O-102860,WH-JHB,QuickShip,2024-03-05,0
S-3763,O-102860,WH-JHB,QuickShip,2024-03-05,0
S-3764,O-102861,WH-CPT,QuickShip,2024-04-28,0
S-3765,O-102861,WH-CPT,QuickShip,2024-04-28,0
S-3766,O-102862,WH-JHB,FastTrack,2024-02-29,1
S-3767,O-102862,WH-JHB,FastTrack,2024-02-29,1
S-3768,O-102863,WH-CPT,EconoMove,2024-03-12,0
S-3769,O-102863,WH-CPT,EconoMove,2024-03-12,0
S-3770,O-102864,WH-DBN,FastTrack,2024-05-01,0
S-3771,O-102865,WH-CPT,QuickShip,2024-03-09,0
S-3772,O-102866,WH-CPT,FastTrack,2024-02-07,0
S-3773,O-102866,WH-CPT,FastTrack,2024-02-07,0
S-3774,O-102867,WH-CPT,QuickShip,2024-04-05,1
S-3775,O-102868,WH-CPT,EconoMove,2024-01-06,0
S-3776,O-102869,WH-JHB,QuickShip,2024-03-22,0
S-3777,O-102870,WH-DBN,QuickShip,2024-02-15,1
S-3778,O-102870,WH-DBN,QuickShip,2024-02-15,1
S-3779,O-102871,WH-DBN,EconoMove,2024-01-25,0
S-3780,O-102871,WH-DBN,EconoMove,2024-01-25,0
S-3781,O-102872,WH-JHB,QuickShip,2024-01-18,0
S-3782,O-102872,WH-JHB,QuickShip,2024-01-18,0
S-3783,O-102873,WH-CPT,FastTrack,2024-03-28,0
S-3784,O-102874,WH-DBN,FastTrack,2024-04-25,0
S-3785,O-102874,WH-DBN,FastTrack,2024-04-25,0
S-3786,O-102875,WH-CPT,EconoMove,2024-01-08,0
S-3787,O-102876,WH-CPT,EconoMove,2024-02-22,0
S-3788,O-102877,WH-JHB,QuickShip,2024-01-05,0
S-3789,O-102878,WH-JHB,QuickShip,2024-04-05,0
S-3790,O-102878,WH-JHB,QuickShip,2024-04-05,0
S-3791,O-102879,WH-JHB,FastTrack,2024-02-26,0
S-3792,O-102880,WH-CPT,FastTrack,2024-04-02,1
S-3793,O-102881,WH-DBN,QuickShip,2024-04-08,1
S-3794,O-102882,WH-DBN,EconoMove,2024-03-24,0
S-3795,O-102883,WH-CPT,QuickShip,2024-03-11,0
S-3796,O-102883,WH-CPT,QuickShip,2024-03-11,0
S-3797,O-102884,WH-DBN,QuickShip,2024-01-18,0
S-3798,O-102885,WH-CPT,FastTrack,2024-02-22,0
S-3799,O-102886,WH-DBN,FastTrack,2024-01-22,0
S-3800,O-102887,WH-DBN,QuickShip,2024-03-02,0
S-3801,O-102888,WH-JHB,FastTrack,2024-03-28,1
S-3802,O-102889,WH-JHB,FastTrack,2024-03-23,0
S-3803,O-102889,WH-JHB,FastTrack,2024-03-23,0
S-3804,O-102890,WH-DBN,QuickShip,2024-02-13,0
S-3805,O-102891,WH-DBN,QuickShip,2024-02-12,0
S-3806,O-102892,WH-DBN,QuickShip,2024-03-19,0
S-3807,O-102893,WH-CPT,QuickShip,2024-03-23,0
S-3808,O-102893,WH-CPT,QuickShip,2024-03-23,0
S-3809,O-102894,WH-JHB,QuickShip,2024-02-19,0
S-3810,O-102894,WH-JHB,QuickShip,2024-02-19,0
S-3811,O-102895,WH-DBN,FastTrack,2024-02-02,0
S-3812,O-102896,WH-DBN,QuickShip,2024-04-26,0
S-3813,O-102896,WH-DBN,QuickShip,2024-04-26,0
S-3814,O-102897,WH-CPT,FastTrack,2024-04-26,1
S-3815,O-102898,WH-JHB,FastTrack,2024-02-02,0
S-3816,O-102899,WH-CPT,QuickShip,2024-02-06,0
S-3817,O-102900,WH-DBN,EconoMove,2024-03-17,0
S-3818,O-102900,WH-DBN,EconoMove,2024-03-17,0
S-3819,O-102901,WH-CPT,EconoMove,2024-01-12,0
S-3820,O-102902,WH-DBN,FastTrack,2024-03-19,0
S-3821,O-102903,WH-CPT,EconoMove,2024-03-25,0
S-3822,O-102903,WH-CPT,EconoMove,2024-03-25,0
S-3823,O-102904,WH-JHB,QuickShip,2024-03-11,0
S-3824,O-102905,WH-JHB,QuickShip,2024-03-17,0
S-3825,O-102906,WH-JHB,FastTrack,2024-03-03,0
S-3826,O-102907,WH-DBN,FastTrack,2024-02-09,0
S-3827,O-102908,WH-CPT,FastTrack,2024-01-25,0
S-3828,O-102909,WH-JHB,FastTrack,2024-04-19,0
S-3829,O-102910,WH-JHB,QuickShip,2024-02-05,0
S-3830,O-102911,WH-JHB,EconoMove,2024-04-04,0
S-3831,O-102912,WH-JHB,QuickShip,2024-02-27,1
S-3832,O-102912,WH-JHB,QuickShip,2024-02-27,1
S-3833,O-102913,WH-CPT,FastTrack,2024-04-02,0
S-3834,O-102914,WH-CPT,EconoMove,2024-01-08,0
S-3835,O-102914,WH-CPT,EconoMove,2024-01-08,0
S-3836,O-102915,WH-JHB,QuickShip,2024-03-25,0
S-3837,O-102915,WH-JHB,QuickShip,2024-03-25,0
S-3838,O-102916,WH-JHB,FastTrack,2024-04-15,0
S-3839,O-102917,WH-JHB,EconoMove,2024-01-10,0
S-3840,O-102918,WH-CPT,FastTrack,2024-01-28,0
S-3841,O-102918,WH-CPT,FastTrack,2024-01-28,0
S-3842,O-102919,WH-JHB,EconoMove,2024-03-20,0
S-3843,O-102919,WH-JHB,EconoMove,2024-03-20,0
S-3844,O-102920,WH-CPT,QuickShip,2024-01-30,0
S-3845,O-102920,WH-CPT,QuickShip,2024-01-30,0
S-3846,O-102921,WH-JHB,QuickShip,2024-02-19,0
S-3847,O-102922,WH-DBN,EconoMove,2024-03-28,0
S-3848,O-102923,WH-DBN,FastTrack,2024-04-09,1
S-3849,O-102924,WH-CPT,QuickShip,2024-02-09,0
S-3850,O-102924,WH-CPT,QuickShip,2024-02-09,0
S-3851,O-102925,WH-CPT,QuickShip,2024-04-02,0
S-3852,O-102926,WH-DBN,FastTrack,2024-02-29,0
S-3853,O-102927,WH-CPT,FastTrack,2024-02-05,0
S-3854,O-102928,WH-JHB,FastTrack,2024-04-29,0
S-3855,O-102929,WH-DBN,EconoMove,2024-04-06,0
S-3856,O-102930,WH-CPT,QuickShip,2024-03-17,0
S-3857,O-102930,WH-CPT,QuickShip,2024-03-17,0
S-3858,O-102931,WH-DBN,FastTrack,2024-01-25,0
S-3859,O-102932,WH-DBN,QuickShip,2024-01-23,0
S-3860,O-102932,WH-DBN,QuickShip,2024-01-23,0
S-3861,O-102933,WH-JHB,QuickShip,2024-02-23,0
S-3862,O-102933,WH-JHB,QuickShip,2024-02-23,0
S-3863,O-102934,WH-CPT,EconoMove,2024-02-04,0
S-3864,O-102934,WH-CPT,EconoMove,2024-02-04,0
S-3865,O-102935,WH-CPT,QuickShip,2024-04-08,0
S-3866,O-102936,WH-CPT,EconoMove,2024-03-12,0
S-3867,O-102936,WH-CPT,EconoMove,2024-03-12,0
S-3868,O-102937,WH-DBN,QuickShip,2024-03-20,0
S-3869,O-102937,WH-DBN,QuickShip,2024-03-20,0
S-3870,O-102938,WH-JHB,EconoMove,2024-02-07,0
S-3871,O-102939,WH-DBN,EconoMove,2024-01-25,1
S-3872,O-102940,WH-CPT,QuickShip,2024-01-15,0
S-3873,O-102941,WH-JHB,FastTrack,2024-01-10,0
S-3874,O-102942,WH-JHB,QuickShip,2024-04-30,0
S-3875,O-102943,WH-CPT,FastTrack,2024-03-08,0
S-3876,O-102944,WH-JHB,FastTrack,2024-02-17,0
S-3877,O-102945,WH-JHB,EconoMove,2024-01-12,0
S-3878,O-102946,WH-JHB,QuickShip,2024-01-18,0
S-3879,O-102947,WH-JHB,QuickShip,2024-03-17,0
S-3880,O-102948,WH-CPT,QuickShip,2024-04-28,0
S-3881,O-102948,WH-CPT,QuickShip,2024-04-28,0
S-3882,O-102949,WH-CPT,EconoMove,2024-01-09,0
S-3883,O-102950,WH-JHB,QuickShip,2024-02-13,0
S-3884,O-102951,WH-DBN,QuickShip,2024-04-02,0
S-3885,O-102952,WH-CPT,FastTrack,2024-03-12,1
S-3886,O-102952,WH-CPT,FastTrack,2024-03-12,1
S-3887,O-102953,WH-DBN,QuickShip,2024-02-28,0
S-3888,O-102954,WH-DBN,EconoMove,2024-01-22,1
S-3889,O-102955,WH-JHB,QuickShip,2024-02-12,0
S-3890,O-102955,WH-JHB,QuickShip,2024-02-12,0
S-3891,O-102956,WH-JHB,FastTrack,2024-01-11,1
S-3892,O-102956,WH-JHB,FastTrack,2024-01-11,1
S-3893,O-102957,WH-DBN,FastTrack,2024-01-18,1
S-3894,O-102957,WH-DBN,FastTrack,2024-01-18,1
S-3895,O-102958,WH-DBN,FastTrack,2024-03-30,0
S-3896,O-102958,WH-DBN,FastTrack,2024-03-30,0
S-3897,O-102959,WH-JHB,QuickShip,2024-02-29,0
S-3898,O-102959,WH-JHB,QuickShip,2024-02-29,0
S-3899,O-102960,WH-CPT,QuickShip,2024-04-22,0
S-3900,O-102961,WH-JHB,FastTrack,2024-04-28,0
S-3901,O-102962,WH-JHB,EconoMove,2024-02-01,0
S-3902,O-102962,WH-JHB,EconoMove,2024-02-01,0
S-3903,O-102963,WH-CPT,FastTrack,2024-01-10,1
S-3904,O-102963,WH-CPT,FastTrack,2024-01-10,1
S-3905,O-102964,WH-JHB,QuickShip,2024-03-26,1
S-3906,O-102965,WH-DBN,QuickShip,2024-02-21,0
S-3907,O-102965,WH-DBN,QuickShip,2024-02-21,0
S-3908,O-102966,WH-DBN,FastTrack,2024-02-17,1
S-3909,O-102967,WH-JHB,QuickShip,2024-01-19,0
S-3910,O-102967,WH-JHB,QuickShip,2024-01-19,0
S-3911,O-102968,WH-JHB,FastTrack,2024-03-26,1
S-3912,O-102969,WH-CPT,FastTrack,2024-02-28,0
S-3913,O-102970,WH-DBN,QuickShip,2024-01-16,0
S-3914,O-102970,WH-DBN,QuickShip,2024-01-16,0
S-3915,O-102971,WH-JHB,QuickShip,2024-04-18,0
S-3916,O-102971,WH-JHB,QuickShip,2024-04-18,0
S-3917,O-102972,WH-JHB,FastTrack,2024-02-11,0
S-3918,O-102972,WH-JHB,FastTrack,2024-02-11,0
S-3919,O-102973,WH-JHB,QuickShip,2024-03-30,0
S-3920,O-102974,WH-CPT,EconoMove,2024-03-01,0
S-3921,O-102974,WH-CPT,EconoMove,2024-03-01,0
S-3922,O-102975,WH-JHB,FastTrack,2024-04-21,0
S-3923,O-102976,WH-DBN,FastTrack,2024-01-30,0
S-3924,O-102977,WH-DBN,QuickShip,2024-04-07,0
S-3925,O-102978,WH-CPT,EconoMove,2024-01-08,0
S-3926,O-102979,WH-DBN,FastTrack,2024-04-04,0
S-3927,O-102979,WH-DBN,FastTrack,2024-04-04,0
S-3928,O-102980,WH-CPT,EconoMove,2024-04-03,0
S-3929,O-102980,WH-CPT,EconoMove,2024-04-03,0
S-3930,O-102981,WH-DBN,QuickShip,2024-04-22,0
S-3931,O-102981,WH-DBN,QuickShip,2024-04-22,0
S-3932,O-102982,WH-DBN,QuickShip,2024-01-31,0
S-3933,O-102983,WH-DBN,FastTrack,2024-01-11,0
S-3934,O-102984,WH-DBN,FastTrack,2024-04-18,0
S-3935,O-102985,WH-JHB,FastTrack,2024-02-14,0
S-3936,O-102985,WH-JHB,FastTrack,2024-02-14,0
S-3937,O-102986,WH-JHB,FastTrack,2024-02-09,0
S-3938,O-102987,WH-CPT,QuickShip,2024-04-28,1
S-3939,O-102988,WH-DBN,EconoMove,2024-02-01,0
S-3940,O-102989,WH-JHB,EconoMove,2024-02-21,0
S-3941,O-102990,WH-DBN,EconoMove,2024-02-04,0
S-3942,O-102991,WH-JHB,FastTrack,2024-03-19,0
S-3943,O-102992,WH-JHB,QuickShip,2024-03-08,0
S-3944,O-102992,WH-JHB,QuickShip,2024-03-08,0
S-3945,O-102993,WH-DBN,EconoMove,2024-03-05,0
S-3946,O-102993,WH-DBN,EconoMove,2024-03-05,0
S-3947,O-102994,WH-CPT,QuickShip,2024-02-26,0
S-3948,O-102994,WH-CPT,QuickShip,2024-02-26,0
S-3949,O-102995,WH-JHB,FastTrack,2024-04-24,0
S-3950,O-102995,WH-JHB,FastTrack,2024-04-24,0
S-3951,O-102996,WH-CPT,QuickShip,2024-01-10,0
S-3952,O-102997,WH-CPT,EconoMove,2024-04-12,0
S-3953,O-102998,WH-DBN,QuickShip,2024-02-05,0
S-3954,O-102999,WH-CPT,EconoMove,2024-03-24,0
S-3955,O-102999,WH-CPT,EconoMove,2024-03-24,0
S-3956,O-103000,WH-DBN,EconoMove,2024-03-08,0
S-3957,O-103000,WH-DBN,EconoMove,2024-03-08,0
S-3958,O-103001,WH-DBN,EconoMove,2024-02-25,0
S-3959,O-103002,WH-JHB,FastTrack,2024-02-07,0
S-3960,O-103003,WH-CPT,QuickShip,2024-04-08,0
S-3961,O-103003,WH-CPT,QuickShip,2024-04-08,0
S-3962,O-103004,WH-JHB,QuickShip,2024-01-18,0
S-3963,O-103005,WH-CPT,QuickShip,2024-04-15,0
S-3964,O-103006,WH-JHB,QuickShip,2024-01-02,0
S-3965,O-103007,WH-CPT,QuickShip,2024-03-01,1
S-3966,O-103007,WH-CPT,QuickShip,2024-03-01,1
S-3967,O-103008,WH-JHB,FastTrack,2024-02-21,0
S-3968,O-103008,WH-JHB,FastTrack,2024-02-21,0
S-3969,O-103009,WH-DBN,EconoMove,2024-04-02,0
S-3970,O-103009,WH-DBN,EconoMove,2024-04-02,0
S-3971,O-103010,WH-CPT,FastTrack,2024-04-29,0
S-3972,O-103010,WH-CPT,FastTrack,2024-04-29,0
S-3973,O-103011,WH-DBN,QuickShip,2024-01-05,0
S-3974,O-103011,WH-DBN,QuickShip,2024-01-05,0
S-3975,O-103012,WH-DBN,FastTrack,2024-02-21,0
S-3976,O-103012,WH-DBN,FastTrack,2024-02-21,0
S-3977,O-103013,WH-JHB,EconoMove,2024-03-22,0
S-3978,O-103014,WH-CPT,FastTrack,2024-01-13,0
S-3979,O-103015,WH-JHB,FastTrack,2024-01-13,0
S-3980,O-103016,WH-DBN,FastTrack,2024-01-20,0
S-3981,O-103017,WH-CPT,FastTrack,2024-01-03,0
S-3982,O-103018,WH-DBN,FastTrack,2024-02-02,1
S-3983,O-103019,WH-DBN,QuickShip,2024-04-05,0
S-3984,O-103020,WH-JHB,FastTrack,2024-01-15,1
S-3985,O-103021,WH-JHB,QuickShip,2024-02-09,0
S-3986,O-103022,WH-JHB,EconoMove,2024-03-12,0
S-3987,O-103023,WH-CPT,QuickShip,2024-04-13,0
S-3988,O-103024,WH-CPT,FastTrack,2024-01-27,0
S-3989,O-103025,WH-JHB,QuickShip,2024-01-17,0
S-3990,O-103026,WH-JHB,QuickShip,2024-04-08,1
S-3991,O-103026,WH-JHB,QuickShip,2024-04-08,1
S-3992,O-103027,WH-JHB,QuickShip,2024-01-11,0
S-3993,O-103027,WH-JHB,QuickShip,2024-01-11,0
S-3994,O-103028,WH-JHB,FastTrack,2024-01-29,0
S-3995,O-103028,WH-JHB,FastTrack,2024-01-29,0
S-3996,O-103029,WH-JHB,FastTrack,2024-04-12,0
S-3997,O-103030,WH-CPT,EconoMove,2024-04-21,0
S-3998,O-103031,WH-DBN,FastTrack,2024-03-22,1
S-3999,O-103032,WH-CPT,QuickShip,2024-03-07,0
S-4000,O-103033,WH-JHB,QuickShip,2024-03-07,0
S-4001,O-103034,WH-CPT,FastTrack,2024-03-13,0
S-4002,O-103035,WH-JHB,FastTrack,2024-01-30,0
S-4003,O-103035,WH-JHB,FastTrack,2024-01-30,0
S-4004,O-103036,WH-JHB,FastTrack,2024-04-26,0
S-4005,O-103036,WH-JHB,FastTrack,2024-04-26,0
S-4006,O-103037,WH-CPT,FastTrack,2024-03-20,0
S-4007,O-103038,WH-CPT,FastTrack,2024-01-31,0
S-4008,O-103039,WH-DBN,EconoMove,2024-02-26,0
S-4009,O-103040,WH-DBN,EconoMove,2024-04-26,0
S-4010,O-103040,WH-DBN,EconoMove,2024-04-26,0
S-4011,O-103041,WH-DBN,QuickShip,2024-03-18,0
S-4012,O-103042,WH-DBN,EconoMove,2024-01-29,0
S-4013,O-103042,WH-DBN,EconoMove,2024-01-29,0
S-4014,O-103043,WH-DBN,FastTrack,2024-04-03,0
S-4015,O-103043,WH-DBN,FastTrack,2024-04-03,0
S-4016,O-103044,WH-JHB,FastTrack,2024-01-04,0
S-4017,O-103044,WH-JHB,FastTrack,2024-01-04,0
S-4018,O-103045,WH-DBN,QuickShip,2024-02-14,1
S-4019,O-103046,WH-CPT,EconoMove,2024-02-27,0
S-4020,O-103046,WH-CPT,EconoMove,2024-02-27,0
S-4021,O-103047,WH-JHB,QuickShip,2024-03-17,0
S-4022,O-103047,WH-JHB,QuickShip,2024-03-17,0
S-4023,O-103048,WH-JHB,FastTrack,2024-01-22,0
S-4024,O-103049,WH-JHB,QuickShip,2024-02-05,0
S-4025,O-103049,WH-JHB,QuickShip,2024-02-05,0
S-4026,O-103050,WH-JHB,FastTrack,2024-02-23,0
S-4027,O-103050,WH-JHB,FastTrack,2024-02-23,0
S-4028,O-103051,WH-CPT,EconoMove,2024-02-15,0
S-4029,O-103051,WH-CPT,EconoMove,2024-02-15,0
S-4030,O-103052,WH-CPT,QuickShip,2024-01-30,1
S-4031,O-103052,WH-CPT,QuickShip,2024-01-30,1
S-4032,O-103053,WH-CPT,EconoMove,2024-02-07,0
S-4033,O-103054,WH-JHB,FastTrack,2024-03-28,0
S-4034,O-103055,WH-CPT,FastTrack,2024-03-07,0
S-4035,O-103055,WH-CPT,FastTrack,2024-03-07,0
S-4036,O-103056,WH-JHB,EconoMove,2024-02-17,0
S-4037,O-103057,WH-CPT,QuickShip,2024-02-17,0
S-4038,O-103058,WH-CPT,QuickShip,2024-01-05,0
S-4039,O-103059,WH-CPT,EconoMove,2024-01-26,0
S-4040,O-103059,WH-CPT,EconoMove,2024-01-26,0
S-4041,O-103060,WH-JHB,QuickShip,2024-01-02,0
S-4042,O-103060,WH-JHB,QuickShip,2024-01-02,0
S-4043,O-103061,WH-JHB,EconoMove,2024-03-10,0
S-4044,O-103061,WH-JHB,EconoMove,2024-03-10,0
S-4045,O-103062,WH-CPT,QuickShip,2024-01-10,1
S-4046,O-103063,WH-CPT,FastTrack,2024-01-17,0
S-4047,O-103064,WH-CPT,FastTrack,2024-02-29,0
S-4048,O-103065,WH-JHB,FastTrack,2024-01-08,0
S-4049,O-103065,WH-JHB,FastTrack,2024-01-08,0
S-4050,O-103066,WH-JHB,EconoMove,2024-04-17,0
S-4051,O-103067,WH-CPT,FastTrack,2024-04-07,0
S-4052,O-103067,WH-CPT,FastTrack,2024-04-07,0
S-4053,O-103068,WH-JHB,QuickShip,2024-01-31,0
S-4054,O-103069,WH-CPT,QuickShip,2024-02-22,0
S-4055,O-103070,WH-JHB,QuickShip,2024-03-31,0
S-4056,O-103071,WH-CPT,FastTrack,2024-04-22,0
S-4057,O-103072,WH-JHB,EconoMove,2024-01-25,0
S-4058,O-103073,WH-JHB,EconoMove,2024-01-16,0
S-4059,O-103073,WH-JHB,EconoMove,2024-01-16,0
S-4060,O-103074,WH-CPT,FastTrack,2024-02-14,0
S-4061,O-103075,WH-CPT,FastTrack,2024-01-19,0
S-4062,O-103076,WH-JHB,EconoMove,2024-01-29,0
S-4063,O-103077,WH-JHB,FastTrack,2024-03-26,0
S-4064,O-103078,WH-DBN,FastTrack,2024-04-04,0
S-4065,O-103079,WH-JHB,FastTrack,2024-03-28,0
S-4066,O-103079,WH-JHB,FastTrack,2024-03-28,0
S-4067,O-103080,WH-DBN,FastTrack,2024-04-25,0
S-4068,O-103080,WH-DBN,FastTrack,2024-04-25,0
S-4069,O-103081,WH-JHB,FastTrack,2024-01-27,0
S-4070,O-103082,WH-DBN,FastTrack,2024-03-18,0
S-4071,O-103083,WH-CPT,QuickShip,2024-01-10,1
S-4072,O-103084,WH-DBN,EconoMove,2024-01-04,0
S-4073,O-103084,WH-DBN,EconoMove,2024-01-04,0
S-4074,O-103085,WH-JHB,QuickShip,2024-04-03,0
S-4075,O-103085,WH-JHB,QuickShip,2024-04-03,0
S-4076,O-103086,WH-CPT,FastTrack,2024-04-18,1
S-4077,O-103087,WH-DBN,FastTrack,2024-03-15,0
S-4078,O-103088,WH-DBN,QuickShip,2024-03-16,0
S-4079,O-103089,WH-CPT,QuickShip,2024-04-04,0
S-4080,O-103089,WH-CPT,QuickShip,2024-04-04,0
S-4081,O-103090,WH-DBN,EconoMove,2024-01-14,0
S-4082,O-103091,WH-DBN,QuickShip,2024-02-04,0
S-4083,O-103092,WH-JHB,FastTrack,2024-02-14,0
S-4084,O-103092,WH-JHB,FastTrack,2024-02-14,0
S-4085,O-103093,WH-CPT,FastTrack,2024-01-05,0
S-4086,O-103093,WH-CPT,FastTrack,2024-01-05,0
S-4087,O-103094,WH-DBN,QuickShip,2024-01-05,0
S-4088,O-103095,WH-DBN,QuickShip,2024-05-01,0
S-4089,O-103095,WH-DBN,QuickShip,2024-05-01,0
S-4090,O-103096,WH-DBN,FastTrack,2024-03-08,1
S-4091,O-103097,WH-JHB,FastTrack,2024-04-03,0
S-4092,O-103098,WH-CPT,QuickShip,2024-04-14,0
S-4093,O-103099,WH-CPT,EconoMove,2024-03-19,0
S-4094,O-103100,WH-DBN,EconoMove,2024-02-01,0
S-4095,O-103101,WH-DBN,QuickShip,2024-04-07,0
S-4096,O-103102,WH-DBN,FastTrack,2024-03-18,0
S-4097,O-103103,WH-CPT,QuickShip,2024-01-07,0
S-4098,O-103103,WH-CPT,QuickShip,2024-01-07,0
S-4099,O-103104,WH-CPT,QuickShip,2024-04-11,0
S-4100,O-103105,WH-JHB,QuickShip,2024-02-28,0
S-4101,O-103105,WH-JHB,QuickShip,2024-02-28,0
S-4102,O-103106,WH-JHB,FastTrack,2024-04-27,0
S-4103,O-103107,WH-JHB,FastTrack,2024-03-01,0
S-4104,O-103108,WH-CPT,EconoMove,2024-03-04,0
S-4105,O-103108,WH-CPT,EconoMove,2024-03-04,0
S-4106,O-103109,WH-JHB,QuickShip,2024-01-01,0
S-4107,O-103110,WH-DBN,QuickShip,2024-03-26,0
