order_id,order_date,promised_delivery_date,customer_region,order_priority,order_channel,order_status,order_delivered_date,in_full_order_flag,any_damage_flag,any_return_flag,order_revenue,delivered_revenue,lost_revenue_est,lines_count,total_ordered_qty,total_delivered_qty,warehouse,carrier,on_time_flag,otif_flag,perfect_order_flag,warehouse_processing_days,order_cycle_days,order_day
O-102850,2024-01-17,2024-01-24,Limpopo,Normal,Mobile,Completed,2024-01-20,1,0,0,5376.27,5376.27,0.0,2,2,2,WH-CPT,FastTrack,1,1,1,1,3,2024-01-17
O-102851,2024-02-22,2024-02-26,Free State,Normal,Mobile,Completed,2024-03-01,1,0,0,308.62,308.62,0.0,1,1,1,WH-DBN,FastTrack,0,0,0,4,8,2024-02-22
O-102852,2024-04-14,2024-04-22,Free State,Normal,Web,Completed,2024-04-19,1,0,1,1953.0500000000002,1953.0500000000002,0.0,2,2,2,WH-CPT,FastTrack,1,1,0,2,5,2024-04-14
O-102853,2024-03-21,2024-03-28,Gauteng,Normal,Mobile,Completed,2024-03-29,1,1,0,1699.02,1699.02,0.0,1,2,2,WH-CPT,QuickShip,0,0,0,3,8,2024-03-21
O-102854,2024-02-28,2024-03-02,Free State,Express,Web,Completed,2024-03-03,1,0,0,5312.26,5312.26,0.0,4,6,6,WH-JHB,QuickShip,0,0,0,1,4,2024-02-28
O-102855,2024-01-31,2024-02-07,Gauteng,Normal,Mobile,Completed,2024-02-03,1,0,0,3764.3999999999996,3764.3999999999996,0.0,3,3,3,WH-CPT,FastTrack,1,1,1,1,3,2024-01-31
O-102856,2024-01-15,2024-01-22,Gauteng,Express,Web,Completed,2024-01-20,1,0,0,12651.48,12651.48,0.0,4,6,6,WH-DBN,FastTrack,1,1,1,3,5,2024-01-15
O-102857,2024-02-15,2024-02-20,Mpumalanga,Express,Mobile,Completed,2024-02-18,1,1,0,2733.21,2733.21,0.0,1,3,3,WH-JHB,QuickShip,1,1,0,0,3,2024-02-15
O-102858,2024-03-15,2024-03-21,Limpopo,Normal,Mobile,Completed,2024-03-17,1,0,0,4352.74,4352.74,0.0,1,2,2,WH-JHB,QuickShip,1,1,1,1,2,2024-03-15
O-102859,2024-03-13,2024-03-18,Western Cape,Normal,Mobile,Completed,2024-03-17,1,0,1,5356.37,5356.37,0.0,3,3,3,WH-JHB,QuickShip,1,1,0,2,4,2024-03-13
O-102860,2024-03-03,2024-03-09,Gauteng,Normal,Web,Completed,2024-03-09,0,0,0,7382.95,6413.77,969.18,4,5,4,WH-JHB,QuickShip,1,0,0,2,6,2024-03-03
O-102861,2024-04-26,2024-05-04,Limpopo,Normal,Mobile,Completed,2024-05-01,0,0,1,9079.45,6599.7300000000005,2479.72,4,5,4,WH-CPT,QuickShip,1,0,0,2,5,2024-04-26
O-102862,2024-02-29,2024-03-03,Free State,Express,Web,Completed,2024-03-01,1,0,0,710.4000000000001,710.4000000000001,0.0,2,3,3,WH-JHB,FastTrack,1,1,1,0,1,2024-02-29
O-102863,2024-03-10,2024-03-20,KwaZulu-Natal,Normal,Mobile,Completed,2024-03-18,1,0,0,1883.29,1883.29,0.0,1,1,1,WH-CPT,EconoMove,1,1,1,2,8,2024-03-10
O-102864,2024-04-28,2024-05-06,Free State,Normal,Mobile,Completed,2024-05-02,1,0,0,514.27,514.27,0.0,1,1,1,WH-DBN,FastTrack,1,1,1,3,4,2024-04-28
O-102865,2024-03-07,2024-03-13,Mpumalanga,Normal,Web,Completed,2024-03-12,0,0,1,13205.88,11327.38,1878.5,4,8,7,WH-CPT,QuickShip,1,0,0,2,5,2024-03-07
O-102866,2024-02-04,2024-02-12,Free State,Normal,Web,Completed,2024-02-07,1,0,0,16959.940000000002,16959.940000000002,0.0,4,7,7,WH-CPT,FastTrack,1,1,1,3,3,2024-02-04
O-102867,2024-04-05,2024-04-11,Mpumalanga,Express,Web,Completed,2024-04-07,1,0,0,6077.01,6077.01,0.0,3,4,4,WH-CPT,QuickShip,1,1,1,0,2,2024-04-05
O-102868,2024-01-04,2024-01-11,Limpopo,Normal,Mobile,Completed,2024-01-13,0,0,0,6993.2,4811.25,2181.95,3,5,4,WH-CPT,EconoMove,0,0,0,2,9,2024-01-04
O-102869,2024-03-20,2024-03-26,KwaZulu-Natal,Normal,Mobile,Completed,2024-03-28,1,0,1,10248.52,10248.52,0.0,3,6,6,WH-JHB,QuickShip,0,0,0,2,8,2024-03-20
O-102870,2024-02-14,2024-02-21,Limpopo,Express,Mobile,Completed,2024-02-17,1,0,0,14433.83,14433.83,0.0,3,9,9,WH-DBN,QuickShip,1,1,1,1,3,2024-02-14
O-102871,2024-01-21,2024-01-29,Western Cape,Normal,Mobile,Completed,2024-01-30,1,0,1,7290.2300000000005,7290.2300000000005,0.0,2,3,3,WH-DBN,EconoMove,0,0,0,4,9,2024-01-21
O-102872,2024-01-16,2024-01-21,Limpopo,Express,Web,Completed,2024-01-21,1,0,0,7916.76,7916.76,0.0,1,4,4,WH-JHB,QuickShip,1,1,1,2,5,2024-01-16
O-102873,2024-03-25,2024-03-29,Mpumalanga,Express,Mobile,Completed,2024-04-01,1,0,0,2245.18,2245.18,0.0,1,2,2,WH-CPT,FastTrack,0,0,0,3,7,2024-03-25
O-102874,2024-04-22,2024-05-01,Free State,Normal,Web,Completed,2024-04-26,1,0,0,546.17,546.17,0.0,1,1,1,WH-DBN,FastTrack,1,1,1,3,4,2024-04-22
O-102875,2024-01-07,2024-01-15,Free State,Express,Web,Completed,2024-01-12,1,0,0,9062.42,9062.42,0.0,3,6,6,WH-CPT,EconoMove,1,1,1,1,5,2024-01-07
O-102876,2024-02-19,2024-03-01,Mpumalanga,Normal,Web,Completed,2024-02-28,1,0,0,7468.02,7468.02,0.0,3,4,4,WH-CPT,EconoMove,1,1,1,3,9,2024-02-19
O-102877,2024-01-05,2024-01-10,Limpopo,Normal,Mobile,Completed,2024-01-07,1,0,0,1734.15,1734.15,0.0,1,1,1,WH-JHB,QuickShip,1,1,1,0,2,2024-01-05
O-102878,2024-04-05,2024-04-11,Limpopo,Normal,Mobile,Completed,2024-04-09,1,1,0,10206.25,10206.25,0.0,4,6,6,WH-JHB,QuickShip,1,1,0,0,4,2024-04-05
O-102879,2024-02-25,2024-02-29,Western Cape,Normal,Mobile,Completed,2024-03-01,1,0,0,8803.240000000002,8803.240000000002,0.0,2,5,5,WH-JHB,FastTrack,0,0,0,1,5,2024-02-25
O-102880,2024-04-01,2024-04-05,Mpumalanga,Express,Mobile,Completed,2024-04-04,1,0,0,854.78,854.78,0.0,1,1,1,WH-CPT,FastTrack,1,1,1,1,3,2024-04-01
O-102881,2024-04-05,2024-04-12,Mpumalanga,Normal,Web,Completed,2024-04-12,1,0,0,872.9100000000001,872.9100000000001,0.0,1,3,3,WH-DBN,QuickShip,1,1,1,3,7,2024-04-05
O-102882,2024-03-20,2024-03-27,Gauteng,Express,Web,Completed,2024-03-29,1,0,0,2586.93,2586.93,0.0,1,1,1,WH-DBN,EconoMove,0,0,0,4,9,2024-03-20
O-102883,2024-03-09,2024-03-17,Gauteng,Normal,Mobile,Completed,2024-03-13,1,0,0,2826.3900000000003,2826.3900000000003,0.0,2,3,3,WH-CPT,QuickShip,1,1,1,2,4,2024-03-09
O-102884,2024-01-14,2024-01-20,Gauteng,Express,Mobile,Completed,2024-01-21,1,0,1,8125.8,8125.8,0.0,4,5,5,WH-DBN,QuickShip,0,0,0,4,7,2024-01-14
O-102885,2024-02-21,2024-02-29,Free State,Normal,Mobile,Completed,2024-02-23,1,0,0,1835.78,1835.78,0.0,1,1,1,WH-CPT,FastTrack,1,1,1,1,2,2024-02-21
O-102886,2024-01-19,2024-01-24,KwaZulu-Natal,Normal,Web,Completed,2024-01-24,1,0,0,6407.37,6407.37,0.0,3,6,6,WH-DBN,FastTrack,1,1,1,3,5,2024-01-19
O-102887,2024-03-01,2024-03-09,Gauteng,Normal,Web,Completed,2024-03-07,1,1,0,2589.8,2589.8,0.0,3,3,3,WH-DBN,QuickShip,1,1,0,1,6,2024-03-01
O-102888,2024-03-28,2024-04-01,Free State,Normal,Mobile,Completed,2024-03-30,1,0,0,13437.62,13437.62,0.0,4,7,7,WH-JHB,FastTrack,1,1,1,0,2,2024-03-28
O-102889,2024-03-22,2024-03-27,Western Cape,Normal,Mobile,Completed,2024-03-24,1,0,1,3902.13,3902.13,0.0,3,4,4,WH-JHB,FastTrack,1,1,0,1,2,2024-03-22
O-102890,2024-02-11,2024-02-16,Gauteng,Express,Mobile,Completed,2024-02-16,1,0,0,10929.269999999999,10929.269999999999,0.0,4,7,7,WH-DBN,QuickShip,1,1,1,2,5,2024-02-11
O-102891,2024-02-10,2024-02-15,KwaZulu-Natal,Normal,Mobile,Completed,2024-02-15,1,0,0,3890.6499999999996,3890.6499999999996,0.0,3,4,4,WH-DBN,QuickShip,1,1,1,2,5,2024-02-10
O-102892,2024-03-15,2024-03-23,Free State,Normal,Mobile,Completed,2024-03-20,0,0,0,6835.740000000001,6416.84,418.9,4,5,4,WH-DBN,QuickShip,1,0,0,4,5,2024-03-15
O-102893,2024-03-22,2024-03-30,Limpopo,Normal,Mobile,Completed,2024-03-25,1,1,1,2706.55,2706.55,0.0,2,3,3,WH-CPT,QuickShip,1,1,0,1,3,2024-03-22
O-102894,2024-02-19,2024-02-25,Western Cape,Normal,Web,Completed,2024-02-23,1,0,0,4426.35,4426.35,0.0,4,7,7,WH-JHB,QuickShip,1,1,1,0,4,2024-02-19
O-102895,2024-01-30,2024-02-03,Gauteng,Normal,Mobile,Completed,2024-02-06,0,0,1,6148.98,4681.249999999999,1467.73,3,5,4,WH-DBN,FastTrack,0,0,0,3,7,2024-01-30
O-102896,2024-04-23,2024-04-30,Gauteng,Express,Mobile,Completed,2024-04-29,1,0,1,8037.759999999999,8037.759999999999,0.0,4,9,9,WH-DBN,QuickShip,1,1,0,3,6,2024-04-23
O-102897,2024-04-24,2024-05-02,Gauteng,Normal,Web,Completed,2024-04-29,1,0,1,7790.84,7790.84,0.0,3,5,5,WH-CPT,FastTrack,1,1,0,2,5,2024-04-24
O-102898,2024-02-01,2024-02-05,Gauteng,Express,Web,Completed,2024-02-05,1,0,0,4086.64,4086.64,0.0,4,5,5,WH-JHB,FastTrack,1,1,1,1,4,2024-02-01
O-102899,2024-02-05,2024-02-11,Free State,Normal,Mobile,Completed,2024-02-13,1,0,0,1993.2199999999998,1993.2199999999998,0.0,3,4,4,WH-CPT,QuickShip,0,0,0,1,8,2024-02-05
O-102900,2024-03-15,2024-03-23,Free State,Express,Mobile,Completed,2024-03-23,0,0,1,8953.07,7788.23,1164.84,4,7,6,WH-DBN,EconoMove,1,0,0,2,8,2024-03-15
O-102901,2024-01-11,2024-01-21,Free State,Normal,Mobile,Completed,2024-01-15,0,0,0,7316.719999999999,5059.51,2257.21,4,4,3,WH-CPT,EconoMove,1,0,0,1,4,2024-01-11
O-102902,2024-03-15,2024-03-22,Mpumalanga,Normal,Mobile,Completed,2024-03-21,1,1,0,11927.41,11927.41,0.0,4,6,6,WH-DBN,FastTrack,1,1,0,4,6,2024-03-15
O-102903,2024-03-24,2024-04-01,Free State,Normal,Mobile,Completed,2024-04-01,0,0,0,3828.9799999999996,2282.64,1546.34,2,2,1,WH-CPT,EconoMove,1,0,0,1,8,2024-03-24
O-102904,2024-03-09,2024-03-15,Gauteng,Normal,Web,Completed,2024-03-15,0,0,0,711.3,0.0,711.3,1,1,0,WH-JHB,QuickShip,1,0,0,2,6,2024-03-09
O-102905,2024-03-17,2024-03-25,Gauteng,Normal,Web,Completed,2024-03-18,1,1,0,15018.7,15018.7,0.0,4,9,9,WH-JHB,QuickShip,1,1,0,0,1,2024-03-17
O-102906,2024-03-02,2024-03-07,Gauteng,Normal,Web,Completed,2024-03-04,1,0,0,6638.18,6638.18,0.0,4,7,7,WH-JHB,FastTrack,1,1,1,1,2,2024-03-02
O-102907,2024-02-07,2024-02-13,Western Cape,Normal,Mobile,Completed,2024-02-10,1,0,0,3638.8100000000004,3638.8100000000004,0.0,3,3,3,WH-DBN,FastTrack,1,1,1,2,3,2024-02-07
O-102908,2024-01-22,2024-01-28,Western Cape,Normal,Web,Completed,2024-01-26,1,0,0,57.09,57.09,0.0,1,1,1,WH-CPT,FastTrack,1,1,1,3,4,2024-01-22
O-102909,2024-04-19,2024-04-23,Free State,Express,Web,Completed,2024-04-22,1,1,0,23888.89,23888.89,0.0,3,8,8,WH-JHB,FastTrack,1,1,0,0,3,2024-04-19
O-102910,2024-02-05,2024-02-10,KwaZulu-Natal,Normal,Mobile,Completed,2024-02-11,1,0,1,8077.71,8077.71,0.0,4,6,6,WH-JHB,QuickShip,0,0,0,0,6,2024-02-05
O-102911,2024-04-03,2024-04-12,Limpopo,Normal,Mobile,Completed,2024-04-08,1,0,0,6123.16,6123.16,0.0,4,7,7,WH-JHB,EconoMove,1,1,1,1,5,2024-04-03
O-102912,2024-02-27,2024-03-03,Gauteng,Express,Web,Completed,2024-02-29,1,0,0,6239.049999999999,6239.049999999999,0.0,3,4,4,WH-JHB,QuickShip,1,1,1,0,2,2024-02-27
O-102913,2024-03-31,2024-04-04,Free State,Normal,Mobile,Completed,2024-04-05,1,0,0,1301.53,1301.53,0.0,1,1,1,WH-CPT,FastTrack,0,0,0,2,5,2024-03-31
O-102914,2024-01-07,2024-01-15,Limpopo,Normal,Web,Completed,2024-01-14,0,0,0,20997.350000000002,20360.120000000003,637.23,3,6,5,WH-CPT,EconoMove,1,0,0,1,7,2024-01-07
O-102915,2024-03-23,2024-03-26,Mpumalanga,Express,Web,Completed,2024-03-27,1,0,0,3189.21,3189.21,0.0,3,4,4,WH-JHB,QuickShip,0,0,0,2,4,2024-03-23
O-102916,2024-04-15,2024-04-22,KwaZulu-Natal,Normal,Mobile,Completed,2024-04-18,0,0,0,495.6,247.8,247.8,1,2,1,WH-JHB,FastTrack,1,0,0,0,3,2024-04-15
O-102917,2024-01-10,2024-01-18,KwaZulu-Natal,Normal,Web,Completed,2024-01-16,1,0,0,311.52,311.52,0.0,1,1,1,WH-JHB,EconoMove,1,1,1,0,6,2024-01-10
O-102918,2024-01-25,2024-01-31,Free State,Normal,Mobile,Completed,2024-01-31,1,1,0,8579.06,8579.06,0.0,4,5,5,WH-CPT,FastTrack,1,1,0,3,6,2024-01-25
O-102919,2024-03-19,2024-03-28,Limpopo,Normal,Mobile,Completed,2024-03-25,0,0,1,4618.17,3137.71,1480.46,3,4,3,WH-JHB,EconoMove,1,0,0,1,6,2024-03-19
O-102920,2024-01-29,2024-02-06,Limpopo,Express,Mobile,Completed,2024-02-01,1,0,0,3374.77,3374.77,0.0,4,5,5,WH-CPT,QuickShip,1,1,1,1,3,2024-01-29
O-102921,2024-02-19,2024-02-25,Mpumalanga,Normal,Mobile,Completed,2024-02-23,0,0,1,8869.22,7806.32,1062.9,3,8,7,WH-JHB,QuickShip,1,0,0,0,4,2024-02-19
O-102922,2024-03-25,2024-04-02,Free State,Normal,Web,Completed,2024-04-02,1,0,1,3384.68,3384.68,0.0,2,4,4,WH-DBN,EconoMove,1,1,0,3,8,2024-03-25
O-102923,2024-04-06,2024-04-11,Gauteng,Express,Mobile,Completed,2024-04-11,1,0,1,1919.18,1919.18,0.0,1,2,2,WH-DBN,FastTrack,1,1,0,3,5,2024-04-06
O-102924,2024-02-08,2024-02-14,KwaZulu-Natal,Normal,Web,Completed,2024-02-11,1,0,0,3447.5600000000004,3447.5600000000004,0.0,2,3,3,WH-CPT,QuickShip,1,1,1,1,3,2024-02-08
O-102925,2024-04-01,2024-04-09,Free State,Normal,Mobile,Completed,2024-04-05,0,0,1,8343.75,1494.0700000000002,6849.68,4,5,3,WH-CPT,QuickShip,1,0,0,1,4,2024-04-01
O-102926,2024-02-28,2024-03-02,Gauteng,Express,Mobile,Completed,2024-03-03,1,0,0,10425.77,10425.77,0.0,2,3,3,WH-DBN,FastTrack,0,0,0,1,4,2024-02-28
O-102927,2024-02-03,2024-02-07,Free State,Normal,Mobile,Completed,2024-02-08,1,0,0,13295.259999999998,13295.259999999998,0.0,4,8,8,WH-CPT,FastTrack,0,0,0,2,5,2024-02-03
O-102928,2024-04-27,2024-05-01,Free State,Normal,Mobile,Completed,2024-05-02,1,0,1,1064.91,1064.91,0.0,1,1,1,WH-JHB,FastTrack,0,0,0,2,5,2024-04-27
O-102929,2024-04-02,2024-04-13,Western Cape,Normal,Mobile,Completed,2024-04-10,1,0,0,787.18,787.18,0.0,1,2,2,WH-DBN,EconoMove,1,1,1,4,8,2024-04-02
O-102930,2024-03-14,2024-03-20,Western Cape,Normal,Mobile,Completed,2024-03-19,0,1,1,5878.19,5397.96,480.22999999999996,4,4,2,WH-CPT,QuickShip,1,0,0,3,5,2024-03-14
O-102931,2024-01-24,2024-02-01,Limpopo,Normal,Web,Completed,2024-01-26,0,0,1,1010.48,336.48,674.0,2,2,1,WH-DBN,FastTrack,1,0,0,1,2,2024-01-24
O-102932,2024-01-22,2024-01-28,Western Cape,Normal,Mobile,Completed,2024-01-25,1,0,1,5609.51,5609.51,0.0,4,4,4,WH-DBN,QuickShip,1,1,0,1,3,2024-01-22
O-102933,2024-02-22,2024-02-28,Free State,Normal,Mobile,Completed,2024-02-26,1,0,0,8894.68,8894.68,0.0,2,6,6,WH-JHB,QuickShip,1,1,1,1,4,2024-02-22
O-102934,2024-02-01,2024-02-09,KwaZulu-Natal,Normal,Mobile,Completed,2024-02-10,1,0,0,10357.99,10357.99,0.0,4,6,6,WH-CPT,EconoMove,0,0,0,3,9,2024-02-01
O-102935,2024-04-07,2024-04-14,Free State,Normal,Mobile,Completed,2024-04-14,1,0,0,3979.97,3979.97,0.0,2,2,2,WH-CPT,QuickShip,1,1,1,1,7,2024-04-07
O-102936,2024-03-11,2024-03-19,Western Cape,Normal,Web,Completed,2024-03-17,0,0,0,3812.34,2118.44,1693.9,2,5,4,WH-CPT,EconoMove,1,0,0,1,6,2024-03-11
O-102937,2024-03-19,2024-03-27,Free State,Normal,Web,Completed,2024-03-22,1,0,0,1931.27,1931.27,0.0,1,1,1,WH-DBN,QuickShip,1,1,1,1,3,2024-03-19
O-102938,2024-02-05,2024-02-15,Limpopo,Normal,Web,Completed,2024-02-11,1,0,0,6069.049999999999,6069.049999999999,0.0,3,7,7,WH-JHB,EconoMove,1,1,1,2,6,2024-02-05
O-102939,2024-01-23,2024-02-01,Western Cape,Normal,Web,Completed,2024-02-01,0,0,0,11042.490000000002,7878.34,3164.15,2,4,3,WH-DBN,EconoMove,1,0,0,2,9,2024-01-23
O-102940,2024-01-14,2024-01-22,Limpopo,Normal,Web,Completed,2024-01-18,1,0,0,3980.2,3980.2,0.0,1,2,2,WH-CPT,QuickShip,1,1,1,1,4,2024-01-14
O-102941,2024-01-08,2024-01-13,Limpopo,Normal,Mobile,Completed,2024-01-11,1,0,0,7183.01,7183.01,0.0,2,3,3,WH-JHB,FastTrack,1,1,1,2,3,2024-01-08
O-102942,2024-04-28,2024-05-04,Western Cape,Normal,Web,Completed,2024-05-04,0,0,1,4412.8099999999995,4259.3099999999995,153.5,3,6,5,WH-JHB,QuickShip,1,0,0,2,6,2024-04-28
O-102943,2024-03-07,2024-03-12,KwaZulu-Natal,Normal,Mobile,Completed,2024-03-11,0,0,0,8899.380000000001,5953.88,2945.5,2,3,2,WH-CPT,FastTrack,1,0,0,1,4,2024-03-07
O-102944,2024-02-17,2024-02-22,Free State,Normal,Web,Completed,2024-02-19,0,0,0,6781.83,4820.620000000001,1961.21,4,5,4,WH-JHB,FastTrack,1,0,0,0,2,2024-02-17
O-102945,2024-01-12,2024-01-20,Mpumalanga,Normal,Web,Completed,2024-01-16,1,0,0,3864.58,3864.58,0.0,3,5,5,WH-JHB,EconoMove,1,1,1,0,4,2024-01-12
O-102946,2024-01-16,2024-01-21,KwaZulu-Natal,Express,Mobile,Completed,2024-01-20,1,0,0,876.17,876.17,0.0,1,1,1,WH-JHB,QuickShip,1,1,1,2,4,2024-01-16
O-102947,2024-03-16,2024-03-22,Mpumalanga,Normal,Web,Completed,2024-03-20,1,0,0,5532.16,5532.16,0.0,2,4,4,WH-JHB,QuickShip,1,1,1,1,4,2024-03-16
O-102948,2024-04-26,2024-05-02,Mpumalanga,Express,Web,Completed,2024-05-01,1,0,0,12384.46,12384.46,0.0,2,4,4,WH-CPT,QuickShip,1,1,1,2,5,2024-04-26
O-102949,2024-01-06,2024-01-16,KwaZulu-Natal,Normal,Mobile,Completed,2024-01-13,1,0,0,7850.57,7850.57,0.0,2,4,4,WH-CPT,EconoMove,1,1,1,3,7,2024-01-06
O-102950,2024-02-11,2024-02-16,Gauteng,Normal,Mobile,Completed,2024-02-15,0,0,1,15206.43,13721.91,1484.52,4,7,5,WH-JHB,QuickShip,1,0,0,2,4,2024-02-11
O-102951,2024-03-30,2024-04-06,Free State,Express,Web,Completed,2024-04-04,1,0,0,3902.14,3902.14,0.0,1,2,2,WH-DBN,QuickShip,1,1,1,3,5,2024-03-30
O-102952,2024-03-10,2024-03-14,Gauteng,Express,Mobile,Completed,2024-03-15,0,0,0,8850.0,7239.45,1610.55,4,10,9,WH-CPT,FastTrack,0,0,0,2,5,2024-03-10
O-102953,2024-02-24,2024-03-05,Gauteng,Normal,Web,Completed,2024-03-03,1,0,0,4078.21,4078.21,0.0,3,4,4,WH-DBN,QuickShip,1,1,1,4,8,2024-02-24
O-102954,2024-01-22,2024-02-02,Mpumalanga,Express,Web,Completed,2024-01-24,0,0,0,4171.74,3359.81,811.93,3,3,2,WH-DBN,EconoMove,1,0,0,0,2,2024-01-22
O-102955,2024-02-12,2024-02-18,Gauteng,Normal,Web,Completed,2024-02-14,1,0,0,10084.45,10084.45,0.0,3,5,5,WH-JHB,QuickShip,1,1,1,0,2,2024-02-12
O-102956,2024-01-11,2024-01-15,Free State,Express,Web,Completed,2024-01-13,0,0,0,1547.1799999999998,605.64,941.54,2,2,1,WH-JHB,FastTrack,1,0,0,0,2,2024-01-11
O-102957,2024-01-15,2024-01-20,KwaZulu-Natal,Express,Web,Completed,2024-01-19,0,0,0,4392.75,3511.93,880.82,3,5,4,WH-DBN,FastTrack,1,0,0,3,4,2024-01-15
O-102958,2024-03-26,2024-04-03,KwaZulu-Natal,Normal,Mobile,Completed,2024-04-02,0,0,0,4524.22,3790.42,733.8,3,3,2,WH-DBN,FastTrack,1,0,0,4,7,2024-03-26
O-102959,2024-02-27,2024-03-04,Limpopo,Express,Web,Completed,2024-03-02,0,0,0,3001.32,2681.25,320.07,4,5,4,WH-JHB,QuickShip,1,0,0,2,4,2024-02-27
O-102960,2024-04-19,2024-04-27,Free State,Express,Mobile,Completed,2024-04-26,0,1,0,1049.65,305.35,744.3,2,2,1,WH-CPT,QuickShip,1,0,0,3,7,2024-04-19
O-102961,2024-04-27,2024-05-03,Western Cape,Normal,Web,Completed,2024-05-01,1,1,1,7883.13,7883.13,0.0,4,7,7,WH-JHB,FastTrack,1,1,0,1,4,2024-04-27
O-102962,2024-01-31,2024-02-06,Limpopo,Express,Mobile,Completed,2024-02-06,1,0,1,5425.0,5425.0,0.0,3,4,4,WH-JHB,EconoMove,1,1,0,1,6,2024-01-31
O-102963,2024-01-08,2024-01-14,Western Cape,Normal,Mobile,Completed,2024-01-12,1,0,0,87.47,87.47,0.0,1,1,1,WH-CPT,FastTrack,1,1,1,2,4,2024-01-08
O-102964,2024-03-26,2024-04-02,KwaZulu-Natal,Normal,Web,Completed,2024-03-27,0,0,1,9490.039999999999,8006.0599999999995,1483.98,4,11,10,WH-JHB,QuickShip,1,0,0,0,1,2024-03-26
O-102965,2024-02-17,2024-02-26,KwaZulu-Natal,Normal,Mobile,Completed,2024-02-23,1,0,0,8947.26,8947.26,0.0,2,3,3,WH-DBN,QuickShip,1,1,1,4,6,2024-02-17
O-102966,2024-02-16,2024-02-22,Limpopo,Express,Mobile,Completed,2024-02-18,1,0,1,8240.539999999999,8240.539999999999,0.0,3,6,6,WH-DBN,FastTrack,1,1,0,1,2,2024-02-16
O-102967,2024-01-18,2024-01-23,Free State,Normal,Web,Completed,2024-01-22,0,0,0,8787.6,5551.75,3235.85,3,4,3,WH-JHB,QuickShip,1,0,0,1,4,2024-01-18
O-102968,2024-03-26,2024-03-31,Mpumalanga,Express,Mobile,Completed,2024-03-29,1,0,0,5850.12,5850.12,0.0,4,6,6,WH-JHB,FastTrack,1,1,1,0,3,2024-03-26
O-102969,2024-02-25,2024-03-01,Western Cape,Normal,Mobile,Completed,2024-03-02,1,0,0,6327.639999999999,6327.639999999999,0.0,2,4,4,WH-CPT,FastTrack,0,0,0,3,6,2024-02-25
O-102970,2024-01-12,2024-01-19,Limpopo,Normal,Mobile,Completed,2024-01-20,0,0,0,5757.5599999999995,5487.23,270.33,2,6,5,WH-DBN,QuickShip,0,0,0,4,8,2024-01-12
O-102971,2024-04-18,2024-04-23,Free State,Normal,Mobile,Completed,2024-04-23,1,1,0,4006.3300000000004,4006.3300000000004,0.0,2,3,3,WH-JHB,QuickShip,1,1,0,0,5,2024-04-18
O-102972,2024-02-09,2024-02-12,Limpopo,Express,Web,Completed,2024-02-14,0,1,0,3920.48,3033.0,887.48,4,4,3,WH-JHB,FastTrack,0,0,0,2,5,2024-02-09
O-102973,2024-03-30,2024-04-06,Free State,Normal,Web,Completed,2024-04-01,1,0,0,6350.92,6350.92,0.0,2,3,3,WH-JHB,QuickShip,1,1,1,0,2,2024-03-30
O-102974,2024-02-27,2024-03-06,KwaZulu-Natal,Normal,Mobile,Completed,2024-03-05,0,0,0,4607.76,3701.73,906.03,3,7,5,WH-CPT,EconoMove,1,0,0,3,7,2024-02-27
O-102975,2024-04-20,2024-04-25,Western Cape,Normal,Mobile,Completed,2024-04-24,0,0,0,1907.91,0.0,1907.91,1,1,0,WH-JHB,FastTrack,1,0,0,1,4,2024-04-20
O-102976,2024-01-29,2024-02-04,Limpopo,Normal,Web,Completed,2024-01-30,1,0,0,3119.46,3119.46,0.0,2,2,2,WH-DBN,FastTrack,1,1,1,1,1,2024-01-29
O-102977,2024-04-04,2024-04-14,Free State,Normal,Web,Completed,2024-04-11,1,0,0,2488.44,2488.44,0.0,1,1,1,WH-DBN,QuickShip,1,1,1,3,7,2024-04-04
O-102978,2024-01-06,2024-01-17,Gauteng,Normal,Mobile,Completed,2024-01-12,1,0,0,5635.5599999999995,5635.5599999999995,0.0,2,5,5,WH-CPT,EconoMove,1,1,1,2,6,2024-01-06
O-102979,2024-03-31,2024-04-04,Limpopo,Normal,Mobile,Completed,2024-04-05,1,0,0,5898.42,5898.42,0.0,3,4,4,WH-DBN,FastTrack,0,0,0,4,5,2024-03-31
O-102980,2024-03-31,2024-04-08,Free State,Normal,Mobile,Completed,2024-04-10,1,0,0,3047.6499999999996,3047.6499999999996,0.0,2,3,3,WH-CPT,EconoMove,0,0,0,3,10,2024-03-31
O-102981,2024-04-20,2024-04-28,Gauteng,Express,Mobile,Completed,2024-04-27,1,0,0,4682.27,4682.27,0.0,3,4,4,WH-DBN,QuickShip,1,1,1,2,7,2024-04-20
O-102982,2024-01-30,2024-02-06,Mpumalanga,Normal,Web,Completed,2024-02-03,1,1,0,5345.57,5345.57,0.0,2,3,3,WH-DBN,QuickShip,1,1,0,1,4,2024-01-30
O-102983,2024-01-08,2024-01-14,Limpopo,Normal,Mobile,Completed,2024-01-14,1,0,0,3740.72,3740.72,0.0,1,2,2,WH-DBN,FastTrack,1,1,1,3,6,2024-01-08
O-102984,2024-04-17,2024-04-26,Western Cape,Normal,Mobile,Completed,2024-04-21,0,0,0,1610.42,775.17,835.25,2,4,3,WH-DBN,FastTrack,1,0,0,1,4,2024-04-17
